ensg	lof.pLI	lof.z_score	mis.z_score	syn.z_score
ENSG00000116863	3.37E-08	7.95E-01	-2.95E-01	-1.24E+00
ENSG00000120907	3.65E-11	2.36E-02	2.89E-01	-1.17E+00
ENSG00000170214	1.82E-06	1.17E-01	-9.68E-01	-2.90E+00
ENSG00000171873	4.41E-10	-1.00E+00	-1.07E+00	-9.43E-01
ENSG00000150594	4.52E-03	-1.52E-02	-6.92E-01	-2.24E+00
ENSG00000274286	8.38E-07	-1.41E-01	3.09E-01	8.92E-01
ENSG00000184160	1.68E-01	1.24E+00	4.64E-01	-2.29E+00
ENSG00000043591	1.11E-01	-1.17E+00	-8.48E-01	-2.35E+00
ENSG00000169252	1.02E-03	1.79E+00	2.01E+00	-1.29E-01
ENSG00000188778	2.83E-16	-2.56E+00	-1.53E+00	-1.84E+00
ENSG00000130706	1.00E+00	4.61E+00	1.24E+00	-1.66E+00
ENSG00000239900	2.80E-10	1.90E+00	1.79E+00	1.22E+00
ENSG00000185100	9.89E-19	4.92E-02	-1.03E-01	-3.35E-01
ENSG00000035687	1.37E-01	3.03E+00	2.64E+00	9.60E-02
ENSG00000111863	1.46E-05	1.16E+00	8.49E-01	4.55E-01
ENSG00000106624	6.26E-13	3.62E+00	1.31E+00	1.22E-01
ENSG00000139154	9.87E-01	3.02E+00	-6.70E-01	-3.17E+00
ENSG00000181026	8.63E-09	-5.99E-01	-2.55E-01	-4.53E-01
ENSG00000196526	1.28E-17	2.02E+00	-1.35E+00	-1.78E+00
ENSG00000157510	1.08E-20	1.85E+00	1.34E+00	6.99E-01
ENSG00000169129	3.21E-04	4.33E+00	9.47E-01	8.19E-01
ENSG00000130396	1.00E+00	7.80E+00	1.90E+00	-1.19E-02
ENSG00000172493	9.46E-01	5.68E+00	5.32E-01	-5.90E-01
ENSG00000144218	1.00E+00	7.34E+00	2.27E+00	2.46E-02
ENSG00000072364	1.00E+00	8.14E+00	3.65E+00	1.06E+00
ENSG00000135537	5.80E-05	1.36E+00	4.35E-01	-7.93E-01
ENSG00000141385	1.02E-08	3.39E+00	3.07E+00	-1.19E-01
ENSG00000079557	2.22E-25	-1.06E+00	-4.21E-01	-1.28E-01
ENSG00000183077	5.37E-11	1.32E+00	4.36E-01	1.17E+00
ENSG00000081051	5.23E-14	1.65E+00	6.72E-01	-1.92E-01
ENSG00000119844	1.00E+00	6.51E+00	1.51E+00	1.50E+00
ENSG00000038002	3.05E-05	1.68E+00	1.18E-01	8.02E-02
ENSG00000157985	1.00E+00	6.27E+00	1.79E+00	-2.41E-01
ENSG00000135439	1.00E+00	6.04E+00	1.96E+00	-1.01E+00
ENSG00000133612	1.00E+00	6.11E+00	4.01E+00	-4.88E-01
ENSG00000188234	1.91E-01	2.17E+00	4.08E+00	3.50E+00
ENSG00000172650	4.66E-01	2.24E+00	5.37E+00	4.66E+00
ENSG00000204149	5.99E-05	2.71E+00	3.50E+00	2.50E+00
ENSG00000204172	4.95E-04	2.18E+00	4.15E+00	3.64E+00
ENSG00000273540	2.70E-46	-1.13E+00	-2.63E+00	-1.81E+00
ENSG00000165923	1.29E-17	1.81E+00	2.08E+00	1.27E+00
ENSG00000146856	9.56E-11	2.06E+00	1.96E+00	8.62E-01
ENSG00000186094	3.95E-15	8.09E-01	5.86E-01	-7.07E-01
ENSG00000084693	1.65E-08	3.54E+00	1.93E+00	4.16E-01
ENSG00000204305	2.66E-14	1.03E+00	8.28E-01	1.52E+00
ENSG00000173744	1.00E+00	4.87E+00	1.50E+00	-1.71E-01
ENSG00000106351	2.01E-06	2.04E+00	2.76E-02	5.05E-01
ENSG00000164252	4.61E-09	2.62E+00	7.43E-01	6.93E-02
ENSG00000006530	7.35E-06	1.78E+00	1.07E+00	-1.02E-01
ENSG00000162688	1.03E-22	4.49E+00	8.77E-01	9.87E-01
ENSG00000116771	4.97E-16	-1.39E+00	-7.81E-01	-7.53E-01
ENSG00000187546	6.40E-16	-9.46E-01	-2.55E+00	-2.52E+00
ENSG00000092847	1.00E+00	8.04E+00	6.44E+00	2.89E-01
ENSG00000123908	1.00E+00	8.20E+00	6.98E+00	9.07E-01
ENSG00000126070	1.00E+00	7.19E+00	6.21E+00	9.29E-01
ENSG00000134698	1.00E+00	6.12E+00	4.46E+00	1.45E+00
ENSG00000204310	1.00E+00	3.92E+00	3.78E+00	9.99E-01
ENSG00000169692	7.18E-06	7.66E-01	-8.57E-01	-1.66E+00
ENSG00000160216	1.00E+00	5.39E+00	3.16E+00	1.07E-01
ENSG00000026652	9.97E-01	4.20E+00	3.05E+00	1.17E+00
ENSG00000155189	3.33E-14	-3.09E-01	-3.37E+00	-4.20E+00
ENSG00000018510	1.00E+00	4.38E+00	2.80E+00	-4.13E-01
ENSG00000106541	1.66E-07	2.79E-01	7.37E-01	-1.52E-01
ENSG00000173467	2.71E-09	-1.63E+00	-4.36E-01	-3.12E-01
ENSG00000188157	1.58E-20	4.19E+00	-2.57E+00	-5.50E+00
ENSG00000159723	1.82E-02	1.22E+00	2.91E-01	2.86E-01
ENSG00000135744	1.69E-08	6.21E-01	4.16E-01	5.22E-01
ENSG00000135049	6.65E-03	5.03E+00	2.56E+00	1.38E+00
ENSG00000144891	7.22E-05	1.06E+00	1.38E+00	4.73E-01
ENSG00000177674	1.26E-01	1.88E+00	7.93E-01	1.00E+00
ENSG00000172482	2.01E-14	1.83E-01	-4.80E-01	-1.07E+00
ENSG00000113492	1.38E-18	3.33E-01	7.58E-02	-5.62E-01
ENSG00000153207	1.00E+00	1.12E+01	2.73E+00	2.32E+00
ENSG00000101444	9.31E-04	2.79E+00	2.53E+00	-7.18E-02
ENSG00000168710	1.00E+00	5.78E+00	5.12E+00	1.03E+00
ENSG00000158467	9.11E-01	4.45E+00	2.36E+00	-9.27E-02
ENSG00000126705	1.00E+00	6.83E+00	2.48E+00	-1.19E+00
ENSG00000135541	2.66E-30	8.45E-01	-2.29E-01	-5.98E-01
ENSG00000124942	2.23E-04	2.39E+00	7.69E-01	1.87E+00
ENSG00000185567	2.54E-04	1.74E+00	-5.93E+00	-6.63E+00
ENSG00000106546	7.99E-03	3.96E+00	6.63E-01	-5.12E-01
ENSG00000063438	1.11E-06	1.91E+00	-8.16E-01	-1.43E+00
ENSG00000100591	9.78E-01	3.62E+00	1.18E+00	4.09E-02
ENSG00000145192	1.14E-05	1.27E+00	1.41E-01	1.42E+00
ENSG00000169877	2.74E-03	-1.07E+00	-3.01E-01	9.86E-02
ENSG00000111732	1.28E-05	9.37E-01	9.91E-01	-5.05E-01
ENSG00000186063	9.33E-01	3.13E+00	1.56E+00	7.00E-01
ENSG00000204472	2.00E-07	1.20E-01	5.29E-01	1.09E+00
ENSG00000126878	1.23E-03	1.14E+00	1.36E-01	-1.25E+00
ENSG00000042286	1.60E-13	-3.11E-01	5.30E-01	9.62E-01
ENSG00000183773	2.26E-22	6.69E-01	7.34E-01	-3.96E-01
ENSG00000146416	6.89E-07	4.84E-01	7.67E-02	1.09E-01
ENSG00000163568	1.13E-11	-2.44E-01	1.31E+00	5.41E-01
ENSG00000164022	6.28E-05	1.70E+00	2.75E-01	3.44E-01
ENSG00000106305	2.39E-06	1.02E+00	-1.45E+00	-1.17E+00
ENSG00000110711	2.81E-01	3.11E+00	1.28E+00	8.80E-01
ENSG00000129221	7.01E-07	1.38E+00	4.21E-01	8.13E-02
ENSG00000160224	2.86E-16	4.78E-01	-1.04E+00	-1.37E+00
ENSG00000196581	9.99E-01	3.68E+00	-9.23E-01	-2.01E+00
ENSG00000232434	2.48E-06	8.50E-01	-2.02E+00	-5.11E+00
ENSG00000129474	4.29E-01	3.59E+00	1.52E+00	-4.08E-01
ENSG00000106992	7.81E-03	1.86E+00	1.01E+00	3.34E-01
ENSG00000004455	8.65E-04	1.59E+00	7.71E-01	1.73E-01
ENSG00000147853	3.36E-10	-5.93E-01	-2.82E+00	-2.43E+00
ENSG00000162433	1.02E-02	1.61E+00	1.75E+00	6.28E-01
ENSG00000233381	NA	NA	1.56E+00	1.46E+00
ENSG00000154027	9.80E-01	4.03E+00	2.55E+00	-3.08E-01
ENSG00000085231	9.13E-09	8.71E-02	4.22E-01	2.79E-02
ENSG00000140057	1.16E-15	1.79E+00	6.68E-01	4.84E-01
ENSG00000165695	1.13E-13	7.78E-01	8.41E-01	1.31E-01
ENSG00000155085	2.62E-37	3.14E+00	2.28E+00	1.16E+00
ENSG00000231824	1.13E-01	7.46E-01	1.92E-01	1.77E-01
ENSG00000121057	6.71E-01	4.71E+00	2.49E+00	1.87E+00
ENSG00000108599	1.00E+00	5.17E+00	1.84E+00	-1.98E-01
ENSG00000023516	1.00E+00	7.67E+00	8.83E-01	9.75E-01
ENSG00000131016	9.74E-01	4.76E+00	1.39E+00	1.34E+00
ENSG00000170776	1.00E+00	9.42E+00	-6.88E-01	-9.88E-01
ENSG00000111254	2.13E-02	3.62E+00	1.53E+00	2.17E+00
ENSG00000179841	6.62E-01	2.20E+00	1.53E+00	1.36E+00
ENSG00000151320	1.00E+00	8.26E+00	1.13E+00	1.18E+00
ENSG00000118507	6.88E-09	2.08E-01	3.80E-01	4.76E-01
ENSG00000105127	9.93E-01	4.68E+00	4.04E-02	-6.92E-01
ENSG00000011243	1.87E-02	4.08E+00	8.90E-01	-1.91E-01
ENSG00000127914	1.55E-43	7.02E+00	2.05E+00	1.21E+00
ENSG00000166452	1.08E-05	4.66E-01	-6.19E-01	-1.02E+00
ENSG00000174574	9.93E-01	3.15E+00	-7.44E-01	-2.50E+00
ENSG00000135334	9.92E-01	3.30E+00	7.20E-01	-1.36E+00
ENSG00000106948	2.19E-08	4.66E+00	3.91E-01	-4.21E-02
ENSG00000162641	2.09E-16	2.04E+00	6.60E-01	7.34E-01
ENSG00000117448	6.65E-06	2.03E+00	9.12E-01	9.53E-01
ENSG00000085662	7.34E-04	2.63E+00	9.60E-01	2.02E-02
ENSG00000198074	1.21E-13	-5.30E-02	4.18E-01	-3.94E-01
ENSG00000227471	8.31E-18	-9.68E-01	-7.41E-02	-9.31E-02
ENSG00000187134	3.35E-10	3.62E-01	5.15E-01	8.77E-01
ENSG00000151632	8.85E-07	1.28E+00	9.34E-01	5.81E-01
ENSG00000196139	8.97E-11	5.62E-02	-1.21E+00	-7.11E-01
ENSG00000198610	5.36E-13	-6.36E-02	-4.52E-01	-7.68E-01
ENSG00000122787	7.47E-09	7.63E-01	9.94E-01	7.66E-01
ENSG00000165568	2.58E-15	-5.26E-02	-1.86E-01	1.08E+00
ENSG00000053371	9.42E-09	1.14E+00	-6.67E-01	-6.63E-01
ENSG00000162482	5.94E-14	-3.52E-01	8.42E-01	1.46E-01
ENSG00000211454	NA	NA	8.55E-01	9.72E-01
ENSG00000142208	9.95E-01	4.54E+00	4.22E+00	1.06E-01
ENSG00000204673	1.34E-06	1.72E-02	-1.54E+00	-2.16E+00
ENSG00000105221	1.00E+00	4.89E+00	3.43E+00	3.68E-01
ENSG00000117020	9.90E-01	3.60E+00	4.24E+00	-9.02E-01
ENSG00000166971	3.74E-01	3.19E+00	2.04E+00	1.59E+00
ENSG00000148218	9.76E-02	3.26E+00	2.43E+00	8.63E-01
ENSG00000023330	2.82E-03	3.47E+00	1.97E+00	3.99E-01
ENSG00000163631	1.09E-01	4.04E+00	1.01E+00	3.38E-01
ENSG00000170017	9.95E-01	4.33E+00	1.75E+00	3.80E-01
ENSG00000161618	4.41E-30	7.08E-02	-2.40E+00	-1.76E+00
ENSG00000059573	1.31E-04	4.22E+00	3.10E+00	1.66E+00
ENSG00000165092	8.75E-01	3.71E+00	1.55E+00	7.87E-02
ENSG00000128918	1.65E-01	3.88E+00	1.33E+00	-1.51E+00
ENSG00000184254	3.74E-03	3.24E+00	2.26E+00	-4.53E-01
ENSG00000137124	3.64E-06	1.31E+00	6.01E-01	1.55E+00
ENSG00000144908	2.59E-15	2.80E+00	1.06E+00	-9.25E-03
ENSG00000136010	3.76E-25	1.63E+00	1.72E+00	9.40E-01
ENSG00000111275	5.94E-11	1.48E+00	1.66E+00	-3.73E-01
ENSG00000108602	3.56E-16	1.37E-01	2.64E-01	-4.31E-01
ENSG00000072210	8.65E-09	1.56E+00	9.84E-01	6.46E-01
ENSG00000006534	5.54E-12	4.17E-01	-1.35E-02	-1.18E+00
ENSG00000132746	3.72E-19	-1.08E+00	9.96E-01	5.09E-01
ENSG00000159423	2.06E-11	2.01E+00	-4.49E-02	-1.86E-01
ENSG00000112294	2.15E-07	2.21E+00	2.89E-01	-4.28E-01
ENSG00000119711	4.52E-09	2.41E+00	2.02E+00	1.85E+00
ENSG00000164904	1.26E-16	1.53E+00	9.40E-01	-1.09E-02
ENSG00000118514	5.34E-12	8.49E-01	6.93E-01	7.81E-01
ENSG00000143149	4.33E-08	2.02E+00	3.63E-01	3.60E-01
ENSG00000149925	2.36E-05	2.30E+00	1.05E+00	-1.03E+00
ENSG00000136872	2.36E-11	5.71E-01	-7.52E-01	7.73E-02
ENSG00000109107	2.76E-04	2.43E+00	2.34E+00	1.23E+00
ENSG00000033011	1.63E-25	-9.79E-01	-2.67E+00	-2.56E+00
ENSG00000139133	5.88E-06	1.87E+00	1.18E+00	7.04E-01
ENSG00000175548	1.64E-07	1.34E+00	3.19E-01	8.57E-01
ENSG00000253710	1.56E-06	1.85E+00	1.12E+00	9.40E-01
ENSG00000182858	1.50E-09	1.60E+00	9.37E-01	-6.06E-01
ENSG00000172339	7.04E-05	1.24E+00	1.99E-02	1.05E+00
ENSG00000251287	3.37E-13	-8.69E-01	-1.29E+00	-2.63E-01
ENSG00000119523	5.60E-12	-2.25E-01	-9.38E-01	-1.30E+00
ENSG00000214160	1.80E-10	1.57E+00	7.58E-01	-9.80E-02
ENSG00000120697	1.59E-02	2.05E+00	1.24E+00	-5.78E-01
ENSG00000088035	2.24E-05	1.89E+00	1.32E+00	9.34E-01
ENSG00000159063	1.87E-10	1.95E+00	4.24E-01	2.09E-04
ENSG00000086848	1.40E-12	2.42E+00	1.74E+00	-1.61E-02
ENSG00000171094	3.82E-06	5.84E+00	9.57E-01	-1.47E+00
ENSG00000196711	7.94E-06	-1.35E+00	-1.78E+00	-2.33E+00
ENSG00000189292	2.55E-02	8.73E-01	-2.25E+00	-3.68E+00
ENSG00000100601	2.46E-08	8.87E-01	4.24E-01	5.21E-01
ENSG00000189046	5.32E-07	1.93E-01	6.67E-01	1.73E-01
ENSG00000166199	3.53E-16	-5.67E-01	1.04E-01	9.85E-01
ENSG00000160993	4.17E-03	1.33E+00	1.11E-01	-6.27E-01
ENSG00000091542	1.00E+00	4.58E+00	3.34E+00	-2.03E+00
ENSG00000239382	6.52E-07	8.55E-01	3.33E-01	-1.46E+00
ENSG00000125652	1.15E-09	-7.12E-01	-1.22E+00	-7.49E-01
ENSG00000137760	2.71E-05	2.44E+00	5.47E-01	2.19E-01
ENSG00000151360	5.23E-11	7.42E-01	6.17E-02	1.39E-01
ENSG00000116127	2.13E-65	4.08E+00	-1.69E+00	-3.65E-02
ENSG00000108839	8.97E-16	1.96E+00	1.63E+00	1.39E+00
ENSG00000179477	3.66E-10	2.90E+00	1.77E+00	4.94E-01
ENSG00000161905	7.48E-21	6.49E-01	5.25E-01	1.78E-01
ENSG00000179593	2.26E-27	-3.17E-01	-3.17E-01	1.48E-01
ENSG00000012779	7.77E-17	1.89E+00	8.66E-01	-9.39E-01
ENSG00000132965	1.31E-01	2.05E+00	1.01E+00	1.33E-01
ENSG00000179148	5.01E-23	1.15E+00	1.07E-01	7.40E-01
ENSG00000163286	1.05E-09	9.46E-01	7.99E-01	-9.83E-02
ENSG00000163295	3.42E-16	5.08E-01	5.29E-01	-4.97E-01
ENSG00000073331	1.32E-32	7.50E-01	5.17E-01	1.80E-01
ENSG00000198796	3.45E-31	2.82E+00	2.56E+00	9.35E-01
ENSG00000136383	2.28E-26	2.58E+00	-2.03E-01	-5.46E-01
ENSG00000162551	1.71E-11	1.49E+00	1.91E+00	7.82E-01
ENSG00000163283	4.85E-12	8.29E-01	1.43E+00	1.27E+00
ENSG00000003393	2.82E-17	5.40E+00	2.97E+00	1.01E+00
ENSG00000178038	5.23E-37	7.05E-01	6.71E-01	6.68E-02
ENSG00000180318	6.07E-04	2.10E+00	2.87E-01	2.97E-01
ENSG00000156150	7.41E-05	1.25E+00	-6.10E-01	-1.12E+00
ENSG00000052850	3.28E-05	1.84E+00	-2.62E-01	-1.14E+00
ENSG00000183684	1.00E+00	3.62E+00	-1.75E-01	-2.63E+00
ENSG00000242110	1.02E-05	6.68E-01	-1.46E-01	-1.03E+00
ENSG00000178522	2.66E-12	-4.98E-02	-7.44E-02	1.19E-01
ENSG00000106927	5.45E-11	1.33E+00	1.44E-01	4.34E-01
ENSG00000110497	9.37E-01	5.72E+00	3.44E+00	8.63E-01
ENSG00000123505	9.97E-01	3.65E+00	2.83E+00	4.33E-01
ENSG00000139344	2.40E-13	-2.29E-01	-7.42E-01	-1.00E-01
ENSG00000162066	2.16E-05	2.02E+00	3.93E-01	-2.93E+00
ENSG00000165566	8.39E-01	1.96E+00	-1.14E+00	-2.22E+00
ENSG00000178171	NA	NA	-5.98E-01	-1.36E+00
ENSG00000159461	6.24E-04	3.82E+00	1.63E+00	2.38E-01
ENSG00000104899	1.06E-19	-2.87E+00	-5.96E+00	-6.82E+00
ENSG00000135409	2.73E-07	2.70E+00	1.32E+00	1.09E+00
ENSG00000181754	1.00E+00	4.65E+00	4.07E+00	1.09E+00
ENSG00000139211	1.13E-04	1.54E+00	1.59E+00	1.78E-01
ENSG00000176020	2.07E-04	-4.53E-01	-3.24E-01	9.05E-01
ENSG00000144233	1.00E+00	4.49E+00	3.21E+00	4.24E-01
ENSG00000166126	1.83E-15	-5.64E-01	-2.73E+00	-4.07E+00
ENSG00000151743	7.83E-03	2.01E+00	1.58E+00	-4.61E-02
ENSG00000166025	2.91E-03	4.55E+00	1.29E+00	5.15E-02
ENSG00000114019	5.62E-02	4.24E+00	7.66E-01	4.34E-01
ENSG00000116748	7.16E-21	1.16E+00	1.10E+00	2.04E-01
ENSG00000116337	1.39E-08	3.60E+00	3.64E+00	5.69E-01
ENSG00000133805	1.53E-12	2.73E+00	2.08E+00	9.72E-01
ENSG00000078053	1.61E-06	3.45E+00	1.14E+00	6.89E-02
ENSG00000145020	1.00E-04	2.35E+00	1.00E+00	5.27E-01
ENSG00000187689	5.16E-10	-7.03E-01	3.19E-01	9.32E-01
ENSG00000237763	7.07E-02	-1.98E-01	9.71E-01	1.03E+00
ENSG00000187733	8.70E-01	1.95E+00	1.97E+00	1.57E+00
ENSG00000243480	1.82E-02	1.93E+00	1.93E+00	1.37E+00
ENSG00000240038	1.99E-26	-9.18E-01	-4.59E-01	5.97E-01
ENSG00000174945	4.20E-19	-2.23E+00	-5.68E+00	-5.29E+00
ENSG00000196704	1.50E-06	1.41E+00	9.22E-01	7.32E-01
ENSG00000153107	1.00E+00	7.83E+00	5.26E+00	3.40E+00
ENSG00000164162	5.16E-01	1.69E+00	7.26E-01	-9.68E-02
ENSG00000141552	5.46E-01	1.90E+00	1.66E+00	-3.94E-01
ENSG00000129055	7.39E-04	1.82E-01	5.90E-01	1.15E-01
ENSG00000110200	1.82E-02	1.61E+00	2.05E+00	5.21E-01
ENSG00000166295	3.38E-01	1.78E+00	6.64E-01	-7.26E-02
ENSG00000176248	9.90E-01	4.96E+00	3.02E+00	-2.07E+00
ENSG00000053900	2.83E-08	3.01E+00	2.54E+00	1.24E+00
ENSG00000089053	1.67E-12	2.13E+00	3.31E+00	9.74E-01
ENSG00000196510	9.94E-01	4.44E+00	2.81E+00	7.28E-01
ENSG00000214274	4.20E-01	8.83E-01	5.17E-01	2.37E-01
ENSG00000013523	3.76E-17	1.55E+00	1.67E+00	1.17E-01
ENSG00000174606	3.08E-08	2.74E+00	1.57E+00	1.14E+00
ENSG00000154188	1.00E+00	4.72E+00	2.02E+00	3.47E-01
ENSG00000091879	3.19E-02	3.77E+00	-1.44E+00	-2.39E+00
ENSG00000101280	1.54E-16	3.74E-01	2.00E-02	3.19E-01
ENSG00000116194	1.00E-09	1.52E+00	7.08E-01	-2.39E-01
ENSG00000136859	1.40E-02	3.37E+00	1.91E+00	3.57E-01
ENSG00000132855	1.42E-11	4.62E-01	4.32E-01	9.05E-03
ENSG00000167772	3.70E-16	-7.17E-01	-4.04E-01	-8.28E-01
ENSG00000187151	2.59E-06	8.62E-01	-1.69E-01	3.81E-01
ENSG00000130812	1.86E-16	-2.43E-01	-1.75E+00	-1.94E+00
ENSG00000171819	1.86E-12	3.42E-01	5.74E-01	2.68E-01
ENSG00000130173	2.03E-10	-9.75E-01	-4.14E-02	2.80E-01
ENSG00000227059	8.90E-04	2.44E+00	3.17E-01	8.25E-01
ENSG00000029534	1.00E+00	9.49E+00	3.85E+00	1.51E+00
ENSG00000145362	1.00E+00	1.24E+01	4.28E+00	1.40E+00
ENSG00000151150	1.00E+00	1.38E+01	5.37E+00	1.51E+00
ENSG00000151687	5.67E-33	8.16E-01	1.26E+00	1.84E+00
ENSG00000166839	7.60E-16	6.44E-01	5.75E-01	1.58E-01
ENSG00000189045	1.13E-07	7.53E-01	2.20E-01	-1.44E-01
ENSG00000132623	2.10E-06	2.74E+00	8.06E-01	1.03E+00
ENSG00000153930	5.06E-11	3.40E+00	-3.75E-01	3.88E-02
ENSG00000185722	9.98E-01	6.09E+00	2.90E+00	1.34E+00
ENSG00000154122	9.97E-01	4.19E+00	3.54E+00	3.27E-02
ENSG00000131503	1.00E+00	1.11E+01	5.81E+00	1.25E+00
ENSG00000254996	1.00E+00	1.10E+01	5.69E+00	1.17E+00
ENSG00000001629	3.40E-01	4.86E+00	3.25E+00	1.35E+00
ENSG00000170209	9.64E-14	-2.54E-01	-1.14E+00	-7.82E-01
ENSG00000160117	2.31E-22	-6.26E-01	7.19E-02	-5.72E-01
ENSG00000176915	2.95E-12	2.64E+00	-5.27E-01	-1.93E+00
ENSG00000144504	3.12E-33	2.90E-01	4.61E-01	-1.34E-01
ENSG00000106524	2.09E-08	1.87E+00	-4.24E-01	-1.32E-01
ENSG00000164331	3.85E-10	4.43E-02	1.19E+00	8.64E-01
ENSG00000148677	7.62E-09	1.24E+00	8.02E-01	-6.81E-03
ENSG00000088448	1.71E-04	1.31E+00	5.47E-01	-9.40E-01
ENSG00000167522	1.00E+00	1.08E+01	-1.06E+00	-5.67E+00
ENSG00000101745	1.02E-07	5.59E+00	-1.49E-01	-1.79E+00
ENSG00000076513	4.72E-07	3.26E+00	1.79E+00	1.47E+00
ENSG00000198720	3.32E-04	3.39E+00	1.46E+00	-6.93E-01
ENSG00000118454	9.97E-01	3.72E+00	1.99E+00	5.94E-01
ENSG00000172932	5.46E-01	4.07E+00	7.27E-01	-3.69E-01
ENSG00000134461	1.68E-10	2.67E-02	-7.24E-01	-1.12E+00
ENSG00000132466	1.00E+00	1.15E+01	7.01E+00	1.06E+00
ENSG00000180071	2.92E-14	2.31E+00	1.49E+00	1.84E+00
ENSG00000230453	2.04E-15	2.20E+00	1.04E+00	8.90E-01
ENSG00000165887	1.09E-13	-3.91E-01	-5.29E-02	3.62E-01
ENSG00000260691	9.36E-01	2.30E+00	3.09E+00	2.52E+00
ENSG00000183148	3.81E-01	1.02E+00	2.30E+00	1.70E+00
ENSG00000276203	2.41E-01	5.68E-01	1.03E+00	1.14E+00
ENSG00000172014	9.99E-01	3.28E+00	4.45E+00	3.95E+00
ENSG00000152766	1.31E-08	-2.34E-01	5.37E-01	3.24E-01
ENSG00000163126	1.94E-23	-1.80E+00	-5.05E-01	-7.37E-01
ENSG00000089847	6.13E-40	-6.02E-01	-2.77E+00	-4.25E+00
ENSG00000107890	1.99E-20	4.22E+00	1.02E+00	1.15E+00
ENSG00000105186	5.95E-27	1.71E+00	9.78E-01	4.42E-01
ENSG00000206560	9.99E-01	5.26E+00	1.82E+00	6.34E-01
ENSG00000154065	9.82E-09	6.60E-01	4.10E-01	6.99E-01
ENSG00000148513	1.39E-46	-1.02E+00	-1.47E+00	-1.73E+00
ENSG00000180777	1.41E-23	1.56E+00	-6.96E-02	-7.53E-02
ENSG00000163046	5.71E-04	-8.76E-01	-3.51E-01	2.23E-01
ENSG00000145700	3.05E-24	2.87E+00	1.74E+00	1.75E+00
ENSG00000167612	5.32E-09	1.41E-01	6.70E-01	1.81E-01
ENSG00000164236	7.00E-01	2.25E+00	-4.25E-01	-1.09E+00
ENSG00000272031	9.91E-01	3.37E+00	3.12E+00	3.06E-01
ENSG00000189127	NA	NA	1.11E+00	8.08E-01
ENSG00000235711	2.40E-01	5.63E-01	1.66E+00	2.62E-01
ENSG00000198483	1.17E-31	8.24E-01	2.81E-01	3.12E-01
ENSG00000135976	3.96E-55	6.57E-02	7.75E-01	2.27E+00
ENSG00000196912	1.43E-01	4.16E+00	1.42E+00	1.18E+00
ENSG00000174501	1.00E+00	8.84E+00	2.43E+00	2.12E+00
ENSG00000186352	8.13E-06	5.96E-01	-1.37E-01	3.50E-02
ENSG00000213337	1.41E-06	2.70E-01	-1.41E-01	2.01E-01
ENSG00000154945	5.18E-06	1.70E+00	1.50E+00	1.36E+00
ENSG00000137494	2.76E-12	9.95E-01	7.77E-01	6.74E-01
ENSG00000065413	1.00E+00	6.37E+00	2.83E+00	1.27E+00
ENSG00000183831	2.05E-06	9.82E-01	1.19E+00	1.04E+00
ENSG00000186106	4.46E-03	1.54E+00	2.15E+00	1.09E+00
ENSG00000168876	5.41E-05	7.63E-01	1.60E+00	9.20E-01
ENSG00000151458	1.00E+00	6.06E+00	2.62E+00	9.37E-01
ENSG00000139645	1.00E+00	8.23E+00	5.20E+00	6.61E-01
ENSG00000144031	2.88E-10	-2.62E-02	5.66E-01	2.99E-01
ENSG00000100124	5.20E-08	9.03E-01	-5.13E-01	-2.04E+00
ENSG00000164512	1.80E-08	2.32E+00	8.62E-01	1.31E+00
ENSG00000135299	6.93E-12	2.27E+00	4.30E-01	1.33E-01
ENSG00000124227	5.56E-09	-4.86E-01	-4.63E-01	3.16E-01
ENSG00000157999	2.55E-03	4.24E-01	4.00E-01	6.67E-01
ENSG00000181626	1.79E-11	1.75E+00	2.36E-01	-2.74E-01
ENSG00000230778	9.74E-08	-9.16E-01	-1.06E+00	-3.22E+00
ENSG00000235098	7.13E-12	-2.49E+00	-2.30E+00	-2.62E+00
ENSG00000230062	1.44E-04	1.02E-01	-1.54E-01	2.28E-01
ENSG00000106013	2.76E-06	6.86E-01	7.59E-01	7.03E-01
ENSG00000156381	4.17E-07	-2.00E+00	-4.67E+00	-5.55E+00
ENSG00000064999	9.20E-03	5.19E+00	3.30E+00	2.62E-01
ENSG00000185046	1.00E+00	7.43E+00	3.78E+00	7.16E-01
ENSG00000168096	1.33E-18	7.76E-01	-3.69E+00	-4.23E+00
ENSG00000175311	2.59E-10	1.29E-01	7.46E-01	9.36E-01
ENSG00000165138	4.18E-10	2.21E+00	-7.65E-01	-5.72E-01
ENSG00000206199	1.25E-12	9.75E-01	6.62E-01	5.03E-01
ENSG00000163516	1.63E-27	4.86E-01	8.75E-01	1.28E+00
ENSG00000011426	7.87E-02	5.14E+00	1.80E+00	1.63E+00
ENSG00000131620	8.87E-07	4.63E+00	2.44E+00	-1.08E-01
ENSG00000160746	3.75E-26	-1.60E-01	1.00E+00	4.45E-01
ENSG00000047617	1.03E-30	1.22E+00	-9.56E-02	-2.10E-01
ENSG00000134343	5.09E-18	2.08E+00	2.86E+00	2.04E-01
ENSG00000151572	6.49E-05	5.12E+00	3.17E+00	1.58E+00
ENSG00000171714	2.17E-26	1.15E+00	7.11E-01	-7.07E-01
ENSG00000177119	2.46E-30	1.24E+00	2.41E+00	1.06E+00
ENSG00000146205	7.10E-35	1.36E-01	-1.25E+00	-1.70E+00
