gene	phi
CNTNAP5	0.872342499
TCF4	0.872326359
GLI2	0.872121042
PEX5	0.872047044
ZNF84	0.871964399
ERBB4	0.871952096
SIRT1	0.871539839
LDB3	0.871435169
UBA6	0.871274329
ZBTB46	0.871062961
TM9SF4	0.870855847
FASTKD2	0.870728243
NYAP2	0.870466544
SEC24D	0.870217128
SRSF4	0.870201754
TLE3	0.869163332
KIAA0907	0.869101661
ELL	0.868496766
TCF12	0.868458064
BICC1	0.868313052
FAF1	0.867625983
SIK2	0.867590943
CDH11	0.867232489
KBTBD6	0.867201915
ATP1A2	0.867101899
FERMT2	0.866731831
SIX4	0.866510395
CRY2	0.866504659
PHF21A	0.865886264
MPRIP	0.865847222
MORC2	0.865845923
ARIH1	0.865571089
ATG16L1	0.865529931
PTPN6	0.865523519
NCAPH	0.865507731
EPB41	0.865389868
SNW1	0.865030415
ELL2	0.864962327
STRBP	0.864617822
BRAF	0.864600118
APLP1	0.864588678
PHF20	0.864199354
ZNF687	0.864146436
FOXJ2	0.863924997
DSTYK	0.863636915
DGKI	0.863467797
RNF214	0.863456105
SCFD1	0.863449015
BICD1	0.8634316
CPEB1	0.863368257
PLK2	0.863222131
EVI5L	0.862952654
MTSS1L	0.862933432
XRN2	0.862859968
GMPS	0.862840984
EXOC4	0.862677054
ARNT2	0.862593847
PIK3R2	0.862453341
ZNF827	0.862352987
RBM27	0.862290241
MEN1	0.862200837
RASGRP4	0.861898698
FLT4	0.861656656
ZDHHC17	0.861461585
MAP3K5	0.861360048
UPF1	0.861166682
KIAA1462	0.860942657
DROSHA	0.860938062
SF3A3	0.8609072
KIF21A	0.860831207
PHF19	0.86080954
TERT	0.860623481
LMTK2	0.860346323
ZFPM1	0.860235585
FUBP1	0.860219125
COG1	0.860155709
ZNF605	0.860046315
COL27A1	0.860019562
INO80D	0.859893955
GALNTL6	0.859646112
DNER	0.859331602
OSBPL8	0.858677109
TMCC1	0.858584055
IPO13	0.858370372
PRKG1	0.858314826
CDH22	0.858140501
SLC30A5	0.858129467
CTCFL	0.85812455
MFAP1	0.858105646
RAB11FIP3	0.858096737
ZC3H18	0.857881084
PIAS1	0.857845854
DDHD1	0.857684049
EYA1	0.857384871
NUFIP2	0.85719024
USP4	0.857063642
NCDN	0.856834329
HCN1	0.85681225
INPP4B	0.856717177
SRRM1	0.85647953
DDX1	0.85626395
PJA2	0.856259848
LRRC16A	0.856103279
CDH18	0.856093267
ZER1	0.856010041
SPATA13	0.855985562
AP3D1	0.855642618
METTL16	0.855632517
ARCN1	0.855545977
SSH1	0.855542431
ZNF512	0.855499865
MKL2	0.85549112
TLE1	0.855328719
EPN2	0.855301594
DAB2	0.85493093
NEDD1	0.854927515
CUL4A	0.854902054
MCMBP	0.854898836
MTPAP	0.854822399
KHSRP	0.854806049
SLC26A9	0.854516748
FUS	0.854413321
SF3B2	0.854412703
ST18	0.854364896
TAF3	0.854272612
IQSEC3	0.854173667
PAXIP1	0.854155346
WEE1	0.854040535
KLHL22	0.85403889
PDE1C	0.853926471
NHLRC2	0.853771572
MYBL2	0.853411491
WDR26	0.853275047
PLK3	0.853087366
RPTOR	0.852927973
GTPBP1	0.852855319
INTS6	0.852816069
OGDH	0.85250051
TSHZ2	0.852271702
PLEKHM2	0.852230709
MSH2	0.852215902
MBTD1	0.852101003
COL25A1	0.851860874
EFEMP1	0.851326163
PRKCG	0.851168807
ANKRD13C	0.850905611
PRKCB	0.85090059
C10orf137	0.850805437
ANKRD52	0.850005345
USP33	0.849914359
MAP3K11	0.849875569
HYOU1	0.849278648
SMARCD1	0.849200187
RFX2	0.848943119
LONRF2	0.848890996
MMP2	0.848793339
PLEKHM1	0.848540772
YES1	0.848356245
MARK4	0.848350328
CREBRF	0.848182166
ABL2	0.847971424
APPBP2	0.847894853
ADAM19	0.847863176
KRT1	0.847784873
GRHL1	0.847611302
SLC5A3	0.847316102
TRIM67	0.847187459
FBXL2	0.847103769
PEX5L	0.846801534
BCL9	0.846718962
ARHGEF18	0.846672267
SLC20A2	0.846550507
FXR1	0.846423387
CDC5L	0.846263243
EXOC3	0.846033488
PFAS	0.845927315
CEP68	0.845892285
STXBP5L	0.845779648
ZNF219	0.845556743
WDR62	0.845358932
DCAF10	0.845328697
NRP1	0.845276331
FAM98A	0.845233651
SCNN1G	0.845202135
VRTN	0.845134318
ACTN1	0.845054212
FLRT2	0.844571391
AGPS	0.8445675
EXOC5	0.844466579
CSNK2A1	0.844463862
SNED1	0.84442238
RBM14	0.844403547
JUP	0.844326554
ARNTL	0.844217009
CHRM3	0.844152959
CNKSR3	0.844063644
FAM214A	0.844038297
LHCGR	0.843931455
DLL1	0.843725983
AMY1C	0.843629482
MAPKAP1	0.843190835
ZNF746	0.842400034
ZC3H12A	0.842392422
GPAM	0.842380559
ABCB9	0.842311329
NF2	0.842218048
FYN	0.842183586
RTN4	0.84213659
IGF1R	0.841962133
VPS54	0.841801543
SLC44A2	0.841732599
LRRTM3	0.841634498
THOC1	0.841328325
GGT7	0.841308351
HHIP	0.841243907
TSC22D1	0.841189084
SEZ6L	0.841054778
PES1	0.841017723
CDC16	0.840725084
LRFN5	0.840352159
RNF220	0.840063752
CDK17	0.839746451
KAT2B	0.839705193
RBBP5	0.839587375
NSRP1	0.839520261
ATP6V1B2	0.839448408
DLAT	0.839430361
SPHK2	0.83934955
COPA	0.839071993
FBXO3	0.838962869
TRIM26	0.838933945
ZAP70	0.838620018
EIF2B4	0.838574192
MYH3	0.838463154
ACIN1	0.838382287
SYCP1	0.838308854
SMPD3	0.838015375
MAPKBP1	0.837982575
TM9SF2	0.83786926
ILF3	0.837858927
TNS3	0.837601059
PPP3CC	0.837375227
E4F1	0.836984598
GPR37	0.836875659
TMEM87A	0.836493857
LMNA	0.836320302
HAS2	0.836240718
ETV5	0.836214025
PPM1E	0.836153869
LRRC4	0.83607823
PIK3R1	0.835959125
KIAA1958	0.835857398
WSCD2	0.835703313
NFIA	0.83563594
ZNF324	0.835410163
TMEM132A	0.835011283
CLOCK	0.834821588
FMNL3	0.834653364
FBXO21	0.834289635
SMARCC2	0.833965798
TOP1	0.833773849
BMPR1A	0.833765996
GALNT1	0.833651913
FASTK	0.833492379
TRIM9	0.833358696
PRPF4	0.833258774
ZBTB41	0.833029639
FZD1	0.832752084
SLC40A1	0.832650795
OXR1	0.832606908
PCDHGB7	0.832516391
SACM1L	0.832127748
NRXN3	0.831997644
RALGPS1	0.831751247
PHACTR3	0.83157835
ABCB1	0.831456566
SLC6A4	0.831455679
NCKAP5L	0.831343506
CCNL1	0.831280821
MAU2	0.831012519
SERBP1	0.830871281
NR1D1	0.83046131
BAG3	0.830158118
SFMBT2	0.830093455
CYFIP1	0.829825731
RSRC2	0.829803813
TTC13	0.829732685
HIVEP3	0.829614035
CBFA2T2	0.829552454
BTBD11	0.829146461
JPH3	0.828990083
HSPA12A	0.828924809
CSGALNACT2	0.828884668
CENPB	0.828480524
C15orf39	0.82826079
NPEPPS	0.828167121
TM9SF3	0.827875617
MYO10	0.827818987
KLHL28	0.827567317
NUP160	0.827527363
VLDLR	0.827483951
LEMD3	0.827246782
ZNF282	0.827213109
CHRM5	0.826546096
RSPRY1	0.826338297
SLCO3A1	0.826288616
CD22	0.825941989
KCNH1	0.82580719
ANKS3	0.825583559
SOCS7	0.825442535
CUL5	0.825429476
XRCC6	0.825107621
RUNX1T1	0.824738105
SPRED1	0.824680443
RTN1	0.824423703
TOX4	0.824137768
PARN	0.824119457
TJP2	0.82394656
MED26	0.822888103
CDC23	0.822863021
AHCYL1	0.822707012
SCNN1B	0.822437678
PAPD5	0.822310772
FES	0.822229717
PLK1	0.822107229
CDC40	0.821935667
SLC34A2	0.821688207
KLHL2	0.821501881
GRIN2A	0.82144598
PTPN9	0.821188232
TTC39C	0.820905493
SLC12A6	0.820886085
KCTD3	0.820822919
ZKSCAN1	0.820723308
FBXO10	0.82060201
PAK4	0.820365659
BRF1	0.820178315
SMAD2	0.820176573
TEX2	0.820152397
MTMR3	0.819838046
NLK	0.819525462
RANBP3	0.819512336
TBC1D2B	0.819476857
CLSTN1	0.819363858
DVL1	0.819102157
CCDC88C	0.819078068
PRKCD	0.818945903
CBLL1	0.818699399
DNAJC7	0.818548668
RARB	0.818383481
IGF2BP1	0.818220943
PI4KB	0.818062589
RBM47	0.818060041
TBX3	0.817959178
FEM1C	0.817751691
CNOT2	0.817749038
GRAMD4	0.81766657
ATL1	0.817494638
HNF1B	0.817367282
NTNG1	0.817315043
KAT5	0.817139951
REC8	0.817011772
XPO4	0.817011116
EZR	0.817006028
EIF3D	0.816950466
CCT3	0.816702206
APBB1IP	0.816189107
GTF2H1	0.815929701
SLC2A13	0.8156335
ZNF567	0.815552108
FOXO1	0.815474157
FAM126B	0.815467383
CDKN2AIP	0.815326281
LRRC33	0.81479156
ZNF804B	0.814731165
MINK1	0.814514925
KLHL36	0.814444038
ANAPC7	0.814425049
ADARB1	0.814340057
TMTC3	0.814236931
SLC6A11	0.813940003
CSNK1G1	0.813871796
MORC3	0.81374136
CDH6	0.813538642
MCOLN1	0.812938129
MRC2	0.812667144
UBA2	0.812482203
XPNPEP1	0.812448165
RCC2	0.812275768
ZNF143	0.811955025
DYRK2	0.81176141
SIM2	0.811725232
TBX18	0.811680603
FRMD5	0.811628114
RRBP1	0.811553647
TECPR2	0.811420322
MAML1	0.810993118
ORC2	0.810807339
KCNB2	0.810711163
PPP3CB	0.810434616
COL17A1	0.810383927
KCNQ3	0.810327347
VPS16	0.810156253
TRAF3	0.810071388
SLC4A4	0.810070723
GRK5	0.810041662
PRLR	0.810018714
CCDC151	0.809823335
RNF25	0.809600782
REL	0.809332839
DSG2	0.80930312
TSHZ3	0.809050511
FUBP3	0.808881125
AKAP12	0.808731294
SLC6A6	0.808609567
BEND4	0.808282453
NCAPH2	0.808192983
CRLF3	0.808054444
KIF17	0.808046988
KATNB1	0.808010709
FRS2	0.807813624
PRKAA1	0.807800421
PKN1	0.807667171
ARIH2	0.807651604
LMNB2	0.807443722
GSK3B	0.807095172
LRRC4C	0.806959405
DCAF15	0.806954399
STXBP1	0.806928719
GRK6	0.806877818
FEM1B	0.806353521
MAPK8IP3	0.806329213
EEPD1	0.806295644
UBQLN1	0.806146205
ADAD1	0.806102721
NPLOC4	0.805980177
DNM3	0.80591801
RABGEF1	0.805640701
OXSR1	0.805521405
ZNF431	0.80483799
KCND3	0.804781451
KCNA4	0.804685147
DDR1	0.804219182
PPP1R16B	0.804208472
PRKAG2	0.804130551
GDPD5	0.803904772
GPR22	0.803844784
TNRC6C	0.803818198
ATXN7L2	0.803532046
NELL2	0.803223059
OSBPL7	0.80313342
ZNF513	0.802997556
EBF2	0.80290798
KRT2	0.802828554
ADAR	0.80264088
ELF2	0.802236022
JAK2	0.802198886
API5	0.802045263
GK5	0.801938662
ARHGAP27	0.801912117
HCLS1	0.801802297
DLC1	0.801675781
EPS15L1	0.801535534
LINGO1	0.801526977
SASH1	0.801438189
DDX24	0.801048137
PTDSS1	0.800778601
MGAT4B	0.800336678
PTPN2	0.800293922
BUB1B	0.800274155
PSMD12	0.800160153
SLC6A2	0.799876299
MSL2	0.799847207
LGI1	0.799845962
LGI3	0.799833971
EEA1	0.799589841
ABCD3	0.799479883
NMT1	0.799206927
UBQLN4	0.799156719
FMNL1	0.799093774
PACSIN2	0.798896586
DAGLA	0.798740998
HINFP	0.798738973
FBXW7	0.79840884
ZNF622	0.798245706
TTC17	0.798176284
TCF3	0.798119629
FSHR	0.797857057
SMC2	0.797167337
PTH1R	0.797111392
PNPT1	0.797054261
LINGO2	0.796918002
HDGFRP2	0.796568295
CBFA2T3	0.796525336
TRIM8	0.796438825
GRM1	0.796435978
AK5	0.795933691
NR4A2	0.795687267
DHX36	0.795643049
ERN1	0.79531698
CPSF7	0.79514379
LRRTM2	0.795121179
YAP1	0.794901443
MPP2	0.794823829
ANKRD13B	0.794811372
SPAST	0.79469549
ANKRD50	0.794622049
SLC6A1	0.794530595
SP2	0.794404264
RIPK2	0.794381094
RELA	0.79423133
BIRC3	0.794113727
ZHX2	0.79388575
DTX2	0.79354525
KCNJ3	0.793478544
NTRK3	0.793319123
FBXO11	0.793274273
CDYL2	0.793015388
AAK1	0.792361114
ZNF20	0.792222961
SLC16A1	0.792086242
NFE2L2	0.791972013
GRID2	0.791647956
SNCAIP	0.791481671
SYVN1	0.791275303
GRB10	0.791098658
PPP3CA	0.791082488
ERO1LB	0.791071574
R3HDM2	0.79102059
RBCK1	0.790953881
CDH2	0.79064645
PHF10	0.790562435
UBP1	0.790428803
SMAD4	0.790241286
SRSF6	0.789824994
KANSL2	0.789484072
FAM65A	0.789091211
PDE1B	0.788718959
BCAR1	0.788560523
AKT3	0.788211114
PDE4A	0.788071323
MYH14	0.787939596
CCDC36	0.787894645
CHST15	0.787882915
TKT	0.787695261
HSPH1	0.787450096
PICALM	0.787435199
ZNF319	0.787278994
IL22RA1	0.787086263
HK2	0.78688325
TLR3	0.786630102
WASL	0.786472766
IL10RA	0.786454564
SLC11A2	0.786430181
GRIA2	0.786422956
FAR1	0.786416965
GATM	0.786101669
EYA3	0.78602344
PTPRS	0.785878016
SESN3	0.785389046
IL16	0.785342333
ZGPAT	0.785279758
SLC8A3	0.785222137
NFE2L1	0.785100138
PWWP2A	0.785094533
GPBP1	0.784567974
ARPP21	0.784334122
CLCN3	0.784162219
HDLBP	0.784057387
BAHD1	0.784022386
CCT5	0.783995332
LUC7L2	0.783921205
KCNA2	0.783740219
ACVR1	0.783734328
MDM2	0.783724325
MCM6	0.78349704
DPP8	0.783365149
ZBTB44	0.783209744
CDCA7L	0.782892525
ACVR2B	0.782815876
PRDM14	0.782657523
ACTR2	0.78244755
PSMD3	0.782385449
ZSCAN22	0.782313329
GPC6	0.782124251
FAM171A1	0.782107882
ZNF689	0.782105485
NMT2	0.782080907
ZNF24	0.782072266
DDX6	0.782048725
ZBTB2	0.781889763
DLGAP3	0.781879639
NR1H4	0.781859262
PPAT	0.781788625
PRICKLE1	0.78171275
KCNN2	0.781594818
TSHZ1	0.78153858
ETV6	0.781477944
CNOT6	0.781442109
OTUD7B	0.781416968
ADCYAP1R1	0.781124068
ABI1	0.781046455
PTBP2	0.781035463
CEP76	0.781003208
YTHDF2	0.78089148
NFIB	0.780838113
KIF1A	0.780643105
PPP2R1A	0.780630221
TESPA1	0.780524668
CMAS	0.780517994
CAMK2G	0.780301466
EIF4A1	0.779697177
SNX33	0.779586392
BANP	0.778605245
NR6A1	0.778596039
GPSM1	0.77858068
KLC1	0.778573367
POM121C	0.777512324
BMP6	0.777476135
CSTF3	0.777311923
CNOT6L	0.777280586
KCNC2	0.777177704
PAX6	0.77687833
ESCO1	0.776870745
SV2A	0.776750625
FTSJD2	0.776738529
RBM15B	0.776593247
SPTLC2	0.775955322
CHERP	0.775774776
LMNB1	0.775532814
LMOD1	0.775382382
DEAF1	0.775205107
LAMB2	0.775051232
KRT12	0.775045602
PAK2	0.775000124
SOX9	0.774948115
RASSF8	0.774873704
RIC8B	0.774578199
MSANTD2	0.774392137
HK1	0.774356695
PDZRN3	0.774139551
CLK1	0.774096855
MDM4	0.774089342
EPS8	0.774015402
GABRG2	0.773963445
PAX3	0.773940303
NUP210L	0.773932162
UNC5D	0.773900572
FBLN5	0.773754801
YTHDF1	0.773714742
SOX6	0.773489726
LZTS1	0.773092508
THAP4	0.77293842
PSPC1	0.772857023
RRM1	0.772738356
DNM2	0.772445268
KCNA6	0.772435485
ZBTB7B	0.771921032
PDSS1	0.771879364
NEMF	0.77187555
YBX2	0.771492449
SNRNP70	0.770881271
AGFG1	0.77084898
ATF2	0.77040003
DPYSL5	0.770302871
ZC3H11A	0.770293187
ETF1	0.770190954
GANAB	0.770049382
EEF1G	0.769993862
BLK	0.769972088
CSRNP2	0.769856514
COPS2	0.769835956
DACH1	0.769457808
NFX1	0.769208468
PLXNB1	0.768630652
TTK	0.768589603
LYN	0.768482915
RELB	0.768323374
SLC13A4	0.768259857
MRVI1	0.768121601
SNX25	0.767951299
ABCA1	0.767933056
GABRA4	0.767849973
COL15A1	0.767849774
PXN	0.767584449
KLHDC10	0.767462155
LCK	0.767128803
VPS4B	0.767104613
RORB	0.767041685
WDR37	0.766702627
EPB41L4B	0.766700933
RUNX2	0.766675087
CPEB2	0.766645838
SMAP2	0.766416042
UBXN4	0.766308023
NUPL1	0.76628021
SGMS1	0.766061122
ZNF207	0.766050529
MIER2	0.765764766
STAT5B	0.765369779
ZNRF3	0.7652613
CPT1A	0.765246501
ZNF654	0.765133592
GABPA	0.764968463
SLC2A4	0.764945504
RPN1	0.764296301
TNFRSF11A	0.764277764
SHC3	0.764174196
ARVCF	0.763958162
FRS3	0.763457199
SWT1	0.76322895
ERO1L	0.763227117
CCDC135	0.763119922
ZNF250	0.762969288
RNF112	0.762855837
PATL1	0.762664759
STAMBPL1	0.762417939
DDX4	0.762334894
CSRNP1	0.762198553
F5	0.762114907
ZBTB34	0.761698595
RPL4	0.761661371
GABRB2	0.761537509
SNTG1	0.761158693
ZRANB2	0.761017546
LANCL2	0.760930937
PPP2R2A	0.760694817
SMU1	0.760674582
CASKIN1	0.760645062
LGI2	0.759892192
FGFR4	0.759888213
TRIM27	0.759609863
ABI2	0.759549096
RCOR1	0.759483034
FBXL17	0.75943136
ZNF473	0.759230903
ZNF641	0.75886713
POLD3	0.758666124
GGT1	0.75855876
CHAF1B	0.758337968
MIER3	0.758283797
BNC1	0.758151695
GRHL3	0.75792389
PRKAR1A	0.757852022
SLC7A1	0.757800594
CYP2U1	0.757765529
METAP2	0.757625496
NCKAP1	0.757370266
HP1BP3	0.757316859
PAX7	0.757298391
CCT8	0.757105837
TFG	0.75705718
HDAC2	0.756924512
PML	0.756708301
NTNG2	0.756561974
SEC61A1	0.756419736
CD19	0.756367195
SUN1	0.756315251
KPNA4	0.756229951
TBL1XR1	0.756074766
ZNF382	0.755872618
GPR75-ASB3	0.755762527
LEPR	0.755445181
LAMA3	0.755298962
PHF15	0.755283296
NDNF	0.755230731
STOX2	0.755008882
CDYL	0.754696778
MSANTD4	0.754673932
CTAGE5	0.754640827
POLDIP3	0.754404678
BTBD3	0.754391959
UTP18	0.754175748
AP2M1	0.75416012
PEAK1	0.754034265
PLBD2	0.75399786
ZSCAN5A	0.753990924
ALG5	0.753930965
HSPD1	0.753871254
RNF123	0.753800245
G2E3	0.753637597
DNAJA3	0.753625836
GGA1	0.753542908
CPE	0.753205904
IPPK	0.753162593
NRBP1	0.753099473
PCSK1	0.752945878
DDX19A	0.752886969
RUVBL1	0.752843083
AXL	0.752557824
PACS1	0.752525571
ZNF836	0.752502411
GABRB3	0.752358414
SLC35F1	0.752300946
HDAC7	0.752004911
ZNF655	0.751988698
SCN9A	0.751816658
TCFL5	0.751780317
STAM	0.751765328
ZNF618	0.75175813
SLC41A1	0.751526691
BEND7	0.751462286
ZBTB10	0.75135792
NFKBIL1	0.751328681
SLC1A1	0.750677243
SEC61A2	0.750540202
ZBTB7C	0.750111108
RNF19B	0.749897729
RCOR2	0.749774876
ESRRB	0.749749919
CCNF	0.749721562
CACNB3	0.749690225
QARS	0.749664327
SIDT2	0.749594153
MEGF9	0.749565551
IRF5	0.749562289
KIAA1715	0.749274491
ATP5A1	0.749042945
TTBK1	0.74884909
DCLK1	0.748772541
FBXL20	0.748765071
ANAPC4	0.748699425
MAPKAPK5	0.748282957
CARD9	0.748273783
PAPD7	0.748174485
SPOPL	0.747959112
PPP1R13B	0.747820623
MKL1	0.747745609
ARFGEF2	0.747434175
MEGF10	0.747408877
STRN	0.747323958
CELF4	0.7471793
RFX3	0.747170394
TBC1D5	0.747096234
DNAJC14	0.747014108
NAF1	0.746972208
GRAP2	0.746940656
DMAP1	0.746656232
ANKFY1	0.746534889
IKZF3	0.746418794
GAS7	0.74625326
NBEAL2	0.746243178
PVRL1	0.74604366
ANKRD13D	0.74589278
PSMC2	0.745256354
MGAT3	0.745164058
ABCC8	0.745028397
NAB1	0.745025235
GATA6	0.744888735
KCNJ8	0.744839707
TCP1	0.744745401
PSEN1	0.744462153
KIAA1967	0.744423391
CLIP3	0.744271094
ASB7	0.7442611
CYP27B1	0.744206873
RNF44	0.744197235
TAPT1	0.74409419
SYNRG	0.743820079
PLAG1	0.743583725
PRODH	0.743578161
FBXO5	0.743555836
HNF4A	0.743355954
ARID3A	0.743144876
APBB2	0.743076311
CPNE5	0.742838648
ACVRL1	0.742803297
RGL2	0.742791255
ITPRIPL2	0.742709717
KANK2	0.742699137
CDC25A	0.742429613
HNRPDL	0.742286
TLL1	0.742214637
RASGRF1	0.741854542
FAM20B	0.741807621
PPP2R5A	0.741660616
ETV1	0.741610233
SRC	0.741549872
ASIC2	0.741518553
WASF2	0.741501317
CSK	0.741385017
IRS1	0.741043276
TCP11L1	0.740949293
TH	0.740717204
DDN	0.740635832
PLG	0.740539441
ACSL1	0.740363047
SUN2	0.740241143
CREB5	0.740162752
WDR75	0.740016298
GPS1	0.739817691
ATP9A	0.739243238
FSTL5	0.739236545
ZNF821	0.738800864
FEZF1	0.738689844
HCFC2	0.738608728
CSF1	0.738607638
SLC1A2	0.738562968
MTHFD1	0.738529315
CHD5	0.738419329
MEF2C	0.738392918
ATN1	0.738283851
AKT1	0.73817046
EZH1	0.73800452
PRPF38A	0.737980128
ZMIZ2	0.737928229
NXF1	0.737453971
AP2A1	0.737236163
FBXL7	0.737195386
NTRK2	0.737059258
SNX1	0.7370575
GPRIN1	0.736931466
HNRNPK	0.736681121
MAP7	0.736116829
LCOR	0.736080421
AEBP2	0.736023915
ZNF280B	0.735749346
SS18	0.735695705
ACTL6B	0.735678718
TRAK1	0.735463329
NRF1	0.735401159
TIA1	0.735175789
SLC43A2	0.735173619
KPNA3	0.734880256
PTPN12	0.734745707
TRAF2	0.734620864
PBX2	0.734581084
GPC1	0.734550978
RBFOX1	0.734445201
GRSF1	0.734033418
ST13	0.733970104
PRPH	0.733796348
RAB11FIP2	0.733769194
GMEB1	0.733440306
CAPRIN1	0.733230548
TFDP2	0.733084622
ADAM23	0.733016035
SLC16A14	0.732814541
ACTR1A	0.732759645
PPP2R5E	0.732756332
ADAMTSL3	0.732557086
WIZ	0.732373358
FOXN2	0.732215251
UGT8	0.731794877
KIAA1432	0.731513043
CORO2B	0.731381736
COL19A1	0.731362403
ROR1	0.731315734
TRIM38	0.731310896
PITPNM1	0.73121526
TUBGCP2	0.731198102
DAB1	0.730930631
TNKS2	0.730839151
GNAQ	0.7307661
CCDC6	0.73043306
RCOR3	0.730415903
CASC3	0.730382113
NTN1	0.730218134
ARHGAP21	0.730207761
SLC17A7	0.729903926
ACTR3B	0.729902795
ZRANB1	0.729812252
SP110	0.729778926
SUV39H2	0.729763182
ST3GAL3	0.729667024
ATF7	0.729518163
NOVA1	0.729392268
RBM17	0.729105226
ETNK1	0.729086453
TBX5	0.72899701
OLFM1	0.728678822
TMEM39A	0.728607709
TAX1BP1	0.728547848
Sep-09	0.728247476
BTBD2	0.727878948
PELI3	0.727748451
HMGCS1	0.7276045
ALDH1A1	0.727577246
RANGAP1	0.727574464
GAB1	0.727521172
ELF3	0.727484478
PDE3B	0.727439036
RIN3	0.727331767
DNAJA1	0.727320525
CSNK2A2	0.727196461
SIRPA	0.727160977
RILPL1	0.726842564
CYP26A1	0.726760561
CORO1C	0.726741841
SERPINC1	0.726615681
DGKA	0.726354063
GABPB1	0.726189816
SLC16A9	0.726178518
COG3	0.726160598
KIAA1211	0.726159539
DDI2	0.7261086
GATA2	0.726082639
DNAJB14	0.72594798
KCNJ2	0.725707914
LMX1B	0.725537122
IRF4	0.725489485
PDCD11	0.725371904
TRPC1	0.725049882
PCNXL3	0.725049461
TMEM8B	0.724930874
LRRC14	0.724914818
Mar-07	0.724787049
RINL	0.724139394
TEK	0.724044514
RFWD2	0.723985526
MCM4	0.723816548
CCT7	0.723563183
PPP1R12B	0.723522165
SEMA6B	0.723404841
DGCR2	0.723306749
KCNV1	0.723243679
TFEB	0.723176634
SPRYD3	0.723168143
ADAM11	0.723151177
TDRD5	0.72309501
CASP2	0.723020176
FNTB	0.722950588
SLC16A7	0.722866988
PCYOX1L	0.722753892
POM121	0.722562384
PCSK7	0.722482159
PHTF2	0.722422216
NUP205	0.722419682
MASTL	0.722301912
WIPF1	0.722011112
FZD4	0.721964247
PEX3	0.72192542
LIG1	0.721908594
CYTH1	0.721803919
PIAS4	0.721611595
FAM196A	0.721588553
PKNOX2	0.72148976
PNLIP	0.721435658
DNAJA2	0.72131718
SEMA4B	0.72130393
SEL1L	0.721260862
PGD	0.721242101
NCOA5	0.721219411
TBC1D14	0.72115228
CAMK2A	0.721136592
ISY1-RAB43	0.720601391
LRSAM1	0.720530184
ZDHHC6	0.719995631
ARHGAP44	0.719775287
MYO5B	0.719302672
EXT1	0.719288412
RARG	0.719264283
GSPT1	0.719198721
E2F3	0.719148925
DNM1L	0.719073549
PBX1	0.718900604
MNT	0.718859277
ZC3H10	0.71870822
GMEB2	0.718222643
CBX2	0.718216773
KLF5	0.718082771
PPP1R10	0.717991742
ABHD8	0.717948947
TMTC2	0.717901311
THRB	0.717808595
IPMK	0.717112164
MB21D2	0.71693941
DCTN4	0.716862361
TFAP2B	0.716731911
COPS4	0.716591537
DENND4B	0.716393768
C7orf25	0.716384158
WASF3	0.716267174
S100PBP	0.716177035
LSM14B	0.716139392
FAM171B	0.715769845
PRDM16	0.715572825
TMEM200C	0.715418846
PELI2	0.715180871
ZSCAN18	0.715121788
EGR1	0.715009593
ADCK5	0.714999344
IFNAR2	0.71496505
ALDH1A2	0.714907995
WSB1	0.714834188
STOML2	0.714755842
CCRN4L	0.714522062
SUPV3L1	0.714473378
ITGB8	0.714267567
ZNF800	0.714080996
KCNG1	0.713829747
VPS4A	0.713621345
CHST5	0.713237355
MAP3K8	0.713059451
FGG	0.712842311
TLK1	0.712378024
PHC2	0.712135877
ZMYND8	0.711970884
TNFAIP3	0.711872508
KRT6A	0.711795285
EPAS1	0.711568439
PTBP1	0.711487252
NAA35	0.711478651
FCHO1	0.711280826
LNX2	0.711185247
ENTPD1	0.711149196
HNRNPH1	0.711100929
AMMECR1L	0.711028156
CHSY1	0.710713248
FNTA	0.71062599
KCNC1	0.710591512
RXRB	0.710544187
PPP2R2B	0.710516215
NR3C1	0.710302084
EML4	0.710268533
GIT2	0.710131731
STAT4	0.709823916
HPN	0.70980018
BMP4	0.709774143
ATG13	0.709740636
LMX1A	0.709627958
IRF9	0.7095695
TSPYL4	0.709531307
SLC16A5	0.709475416
Sep-11	0.709351223
SOCS6	0.709335723
SLC7A10	0.709192041
GABRG1	0.708849191
SLC25A25	0.708674517
CAMKV	0.708634178
PLXDC1	0.708519123
GFAP	0.708339541
CNNM2	0.708242382
FOXM1	0.708137612
LMBRD2	0.708085656
ZBTB37	0.708081732
GFPT1	0.707883485
FAM134A	0.707684636
CDK4	0.70759012
KCNK5	0.70751009
CAPN3	0.707418707
GRM2	0.707409604
PLVAP	0.707065477
SLC4A2	0.70685526
DYNC1LI2	0.706829681
PHACTR2	0.70676517
RFC1	0.706340068
PPP1CB	0.70626834
FSD1	0.706133675
C3orf58	0.705753548
C15orf27	0.705739434
SLC1A6	0.705608414
CHRM4	0.705536861
ZNF777	0.705490083
CHMP7	0.705464924
MATR3	0.70518898
PCIF1	0.704992063
GABRA2	0.704449867
DHX37	0.70436519
KAT2A	0.70433267
ACTR3	0.704214119
NRD1	0.704190492
DAG1	0.704136471
SERPINF2	0.704085897
SH3BP5	0.704008316
MEX3B	0.703951493
ISY1	0.703882936
SYT17	0.703873312
GDI2	0.703868762
CDC14B	0.703793769
IFNGR1	0.703484776
ARHGAP26	0.703270812
EPS15	0.703261403
FIP1L1	0.70325536
