gene	s_het
NKRF	0.224755
C16orf72	0.224692
ATG4A	0.224572
ATP5B	0.224552
KCNA6	0.224482
PTPRCAP	0.22429
HNRNPC	0.224076
NTRK2	0.224076
ZBTB47	0.224059
HMGB3	0.224002
MMGT1	0.223978
SCN8A	0.223923
RPS25	0.223898
VBP1	0.223893
POMP	0.223748
MARK2	0.223739
OR8B4	0.223732
LAMP1	0.223517
SARNP	0.223512
PDZD11	0.223484
FGFR1	0.223429
NGF	0.223402
ATP6V0D1	0.223361
MAP2K7	0.22334
NAPB	0.223228
CENPB	0.223213
CGGBP1	0.223196
PSMA3	0.223177
AHDC1	0.223051
BMP7	0.223013
UBR3	0.22287
TARDBP	0.222825
COPS5	0.222765
RFX7	0.222744
GREM1	0.222637
ZNF296	0.22255
ACRC	0.222499
PIK3CA	0.222465
NCL	0.222402
HBEGF	0.222391
GDI1	0.222141
AKIRIN2	0.222131
ATG5	0.222097
TAOK1	0.222078
IFRG15	0.222071
LRRC4C	0.221986
IFNA13	0.221955
SRP14	0.221936
IKZF1	0.22193
RB1CC1	0.221885
CADM4	0.221841
PPM1A	0.221793
TSPAN5	0.221776
ZNF445	0.221755
KLF6	0.221628
DEDD	0.221617
TOB2	0.221601
C1orf21	0.221556
TFAP4	0.221372
UQCRFS1	0.221224
KDM4B	0.221172
KCMF1	0.221061
UBE2S	0.220943
KLF4	0.22092
ZNF319	0.220865
KCTD21	0.220792
P2RY10	0.220735
TAF10	0.220689
MAPK1	0.220654
LMO4	0.220637
ZNF362	0.220614
YPEL4	0.220539
CSF2	0.220459
GNAO1	0.220318
GLUL	0.22021
SRSF3	0.220015
TFAP2A	0.219953
KLF12	0.219932
NR2E1	0.219898
OR6B2	0.219848
MGAT2	0.21982
GATA2	0.219805
PRMT1	0.219756
KCTD16	0.21964
NFIL3	0.219607
PPP1R11	0.219587
RTN4RL2	0.219495
GAPVD1	0.219299
TFE3	0.219248
KIF23	0.219075
C1GALT1C1	0.218918
IFNGR2	0.218837
MAGEB3	0.218638
CDX1	0.218609
HIST1H3J	0.218495
KLHL15	0.218419
LRRTM1	0.218377
KCNA4	0.218377
MYO9B	0.218357
EIF2S1	0.218327
UST	0.218319
MSL3	0.218257
HUWE1	0.218059
PCGF1	0.218042
PIH1D3	0.217851
OTUD5	0.217829
PPFIA1	0.217653
GABARAPL1	0.217408
ANP32A	0.217325
GPR173	0.217239
RGS7BP	0.217198
GJC1	0.217123
ZNF652	0.217021
FBXW2	0.216971
INO80	0.216821
KMT2A	0.216813
RPL17-C18orf32	0.216794
CLDN3	0.216793
CETN2	0.216686
AHCYL1	0.216679
ELOVL6	0.216455
ZEB2	0.216431
NUMA1	0.216408
ZC3H15	0.216401
OTC	0.216321
RAF1	0.216315
STS	0.216209
BEGAIN	0.216148
OR2T2	0.216133
PRKCG	0.216051
EN1	0.216025
CX3CL1	0.215937
RAB39B	0.215911
NOVA1	0.215892
NAA30	0.215861
EID2	0.215848
RPLP0	0.215799
RPL7A	0.215721
TBX22	0.215573
CCNC	0.21546
PIP4K2B	0.215446
SEPHS1	0.215435
PRPF4	0.215331
CDA	0.215318
KCNC3	0.215088
TCEAL5	0.215073
CITED2	0.215064
CMTM6	0.214998
POGZ	0.214955
TCEAL2	0.214885
SHANK1	0.214795
SSPN	0.214779
THOC7	0.214769
PPARGC1A	0.214676
FOXN3	0.214653
FOXB1	0.214542
LALBA	0.214522
PPIE	0.214432
C12orf44	0.214424
LEO1	0.214375
TLE4	0.214302
BNC2	0.214297
METTL23	0.214295
RPRM	0.214267
ADRM1	0.214228
RPL36A	0.213967
TSNAX	0.213926
CSNK2A1	0.213896
GDF11	0.213638
TSC22D3	0.213588
GRAMD4	0.21353
FKBP8	0.213249
TMEM11	0.213177
ARHGEF9	0.213173
MAL	0.213099
TFAP2D	0.213086
LRRC25	0.212984
ZC3H12C	0.212948
LIN54	0.212869
AP1S2	0.212859
RALGPS1	0.212687
CLDN8	0.212624
TNFRSF1A	0.21262
TMED2	0.212571
CAPZA2	0.212543
HEXIM1	0.212484
PLA2G2A	0.212426
FAM46D	0.212405
NPEPPS	0.212378
NUDT11	0.212313
ECE1	0.212288
OLFM2	0.212141
NEDD8	0.21213
BEX4	0.212084
ROMO1	0.212078
RQCD1	0.212069
ELAVL2	0.211967
NUCKS1	0.211961
FAM3A	0.211945
CALM2	0.211925
SMARCD1	0.21183
CBX2	0.211718
ARID5A	0.211597
TRAPPC3	0.211561
SFPQ	0.211554
GPKOW	0.211544
RPS29	0.211487
ABR	0.211294
HSPE1	0.211293
RAB14	0.211202
PTCHD1	0.211164
RALGAPA1	0.211154
CEP170B	0.211132
ANP32E	0.211104
FAM78B	0.211026
RDH14	0.210652
MAGEC2	0.210639
ITGB8	0.210615
RPL32	0.210529
FUT8	0.210525
PAX5	0.210513
UBAP1	0.210508
GJB1	0.210498
SSRP1	0.210417
RPL18A	0.210409
SUB1	0.210395
TMEM132D	0.21033
AJAP1	0.210268
WNT5A	0.210176
PSMD4	0.210148
NDUFB11	0.210108
SPIN3	0.210074
FIGLA	0.210016
NRXN3	0.209933
ABCD1	0.209844
IL2	0.209805
OR2T8	0.20973
TMEM160	0.209558
RASD2	0.209548
ABHD17B	0.209474
PSME3	0.209446
CPLX1	0.208997
UBE2N	0.208947
PDGFB	0.20894
PIK3AP1	0.208923
CNTFR	0.208903
ELAVL4	0.208895
ICMT	0.208883
CTBP1	0.208824
RPS8	0.208754
TOMM40	0.208728
SMARCC1	0.208387
CCNYL1	0.208022
SNRPD2	0.207998
MEX3C	0.207973
RPS6KA5	0.20792
PDXK	0.207913
LMOD1	0.207789
FAM105B	0.207509
SSR4	0.207407
SLC25A14	0.207323
SRF	0.207294
EFHD1	0.207267
BATF	0.207239
TOMM22	0.20719
CDK2AP1	0.20716
TMEM167A	0.207063
BRD2	0.207016
PPIA	0.206947
ORAI2	0.206942
MAP3K7	0.206859
NFE2L1	0.206853
GPER1	0.206824
RPS6KB1	0.206788
FZD5	0.206751
UBE2A	0.206706
TXNDC8	0.206604
TAF5	0.206586
RAB33A	0.206371
ALAS2	0.206343
GLRX5	0.206336
KRTAP1-3	0.206262
ALYREF	0.206215
TSR2	0.206097
PRR5	0.205942
XPO7	0.205867
RPL19	0.20571
NACC1	0.205696
OR6C2	0.205607
SAT1	0.205377
DAB2IP	0.205366
RAB35	0.205277
CABS1	0.205246
HMGA2	0.205236
MIEN1	0.20513
TMEM203	0.205106
CRADD	0.205051
OR8G5	0.204997
KIF2A	0.204982
RNF38	0.204931
SRSF9	0.204926
SUMO1	0.204879
PHEX	0.204871
ESCO1	0.204827
SPCS3	0.204773
RAB11A	0.204773
RPS12	0.20465
HMGN2	0.204557
TAF1	0.20451
CDC42SE2	0.204334
EEF1A2	0.204239
ADAM10	0.204233
LTA	0.20417
HIATL2	0.204127
DSTN	0.204078
PPP2R4	0.20399
TCF20	0.203853
GALNT9	0.203839
TMEM60	0.203831
CUL4A	0.203809
SEC61B	0.203741
ST8SIA3	0.203722
EIF3G	0.203523
PLRG1	0.203508
MBTD1	0.203491
MTA1	0.203371
ZNF654	0.203349
ATP5L	0.203316
RASIP1	0.203314
NOG	0.203314
NODAL	0.203236
RHOA	0.203118
FGF13	0.203101
CRTC2	0.202995
BRIX1	0.202719
ZFAND3	0.202677
API5	0.202623
CD79A	0.202364
STK11	0.202297
USP51	0.202226
FST	0.202219
GAB2	0.202217
SIAH1	0.202213
CSNK1G2	0.202202
ENY2	0.201994
NXT2	0.201985
CKAP4	0.201864
TMEM89	0.20184
OR10G8	0.20183
SZRD1	0.201808
FAU	0.201753
ARPC5	0.201583
TESK1	0.201545
MORF4L2	0.201519
WDR45	0.201432
IL13RA1	0.201427
ARL4A	0.201042
ITPK1	0.20097
DYNLL2	0.200913
C5orf24	0.200802
MARCH6	0.20072
OR10H1	0.200688
KRBOX4	0.200623
EP300	0.200487
CKS1B	0.200479
PTPN11	0.200463
MAU2	0.200338
SLC30A3	0.200335
CHAF1A	0.200268
FAM180A	0.200252
YY1	0.200228
RBBP5	0.200148
SARS	0.200109
DYNLL1	0.199964
RAP2A	0.19975
OR4K15	0.199725
PRKG1	0.199667
IER3	0.199592
GSPT2	0.199535
INS	0.199507
RNASEK	0.199325
ISCA1	0.199324
FTSJ1	0.199246
ISY1	0.199211
HIC2	0.199114
NHLH1	0.1991
KIAA0430	0.199041
ARIH1	0.198962
C6orf1	0.198838
CNFN	0.198509
MAN1A2	0.198471
MEIS1	0.198386
STK39	0.198369
SH3BGRL3	0.198228
RANBP2	0.198036
BOLA1	0.198031
ID3	0.19803
E2F1	0.197975
SEMA4D	0.197953
PGK1	0.197938
ZNF428	0.197915
PPP1R26	0.197913
SLC44A1	0.197877
RPS6KA4	0.197777
HCCS	0.19771
ZBTB33	0.197705
MCL1	0.197593
XKR7	0.197427
TCEAL6	0.19739
WDTC1	0.197341
MTPN	0.197157
ZRANB2	0.197139
EIF1	0.197109
SHROOM4	0.197031
GTF2H1	0.196951
ITPKA	0.19687
RAB20	0.196759
MAP1LC3A	0.196746
RPL18	0.196586
IL2RG	0.196566
SAMD4A	0.196542
PHF19	0.196477
RNF220	0.196427
ZNF367	0.196411
PFN2	0.196331
KIAA1468	0.196296
EID1	0.196245
ASH2L	0.196173
MRPS36	0.196057
KRTAP9-3	0.195858
SLC10A3	0.195842
GET4	0.195817
SPCS2	0.195786
SRSF4	0.195776
MYOG	0.195771
TMEM178A	0.195758
ORMDL3	0.195752
GRM3	0.195628
RBAK-RBAKDN	0.195549
SALL1	0.195536
LTB4R	0.195412
CFL1	0.195291
RPS9	0.195212
OPN1LW	0.19521
USP19	0.19518
FKBP1A	0.195142
SEMA6A	0.195126
MRPL33	0.195033
GADD45G	0.195004
CDC23	0.194913
ANKRD13C	0.194891
QSER1	0.194888
UPF2	0.194885
TIMP1	0.194824
SULT4A1	0.194785
C17orf85	0.194643
GOLT1B	0.194635
FOXJ2	0.194581
APPBP2	0.19451
RAB9B	0.194484
HIST1H2AE	0.194471
GUCA2B	0.194258
RSRC2	0.194216
CCL15	0.194096
RAB2A	0.19407
NDP	0.19403
LY6E	0.194028
AF196779.12	0.193983
STK35	0.193851
RPL30	0.193812
IGBP1	0.193768
XPO4	0.193732
BAZ1A	0.193621
TCEAL3	0.193582
OR8D2	0.193475
MITF	0.193361
CGB	0.19333
FCGR1B	0.193274
ARHGAP29	0.193066
SMIM14	0.193034
TRIM46	0.192984
AP2A1	0.192736
OR9I1	0.192726
FGF20	0.192585
OR5P3	0.192569
ACE2	0.192447
MNT	0.19244
PLK2	0.192355
RPL15	0.192339
CDIP1	0.192335
FERMT2	0.192318
NMT1	0.192313
SAMD4B	0.192097
DAAM1	0.192087
UBB	0.192086
ZNF217	0.192062
SCML1	0.191873
GDA	0.191855
GPR174	0.191812
LSM10	0.191787
RASA1	0.191781
CDH9	0.191712
PCDH9	0.191687
SMURF2	0.191679
CTCF	0.191665
RIF1	0.191588
OR13C5	0.1914
SCAF1	0.191375
ISY1-RAB43	0.191367
C1QL3	0.190986
FGF8	0.190923
WDR13	0.190922
NHP2L1	0.190906
ETAA1	0.190819
PPIAL4G	0.190747
IDS	0.19071
ATAD2B	0.190708
C1orf86	0.190621
C20orf112	0.190582
NFIA	0.190519
FAM169A	0.190508
POLD4	0.190305
NRIP1	0.190296
NFATC4	0.190136
ANP32B	0.190134
DIRAS1	0.190036
MINOS1	0.189996
ATP6V0C	0.189924
GSK3B	0.189796
PTPRD	0.189767
NDUFAB1	0.189733
SMCHD1	0.189569
CLDN2	0.189523
NSDHL	0.189307
RNF128	0.18907
FAM135B	0.189053
RELN	0.189047
ELL2	0.189033
MYBL1	0.188856
OR8B3	0.188781
GEMIN8	0.188729
TMEM35	0.1887
HNRNPH2	0.188622
GRM7	0.188542
PAXBP1	0.188413
PAX6	0.188235
KIAA2022	0.18809
CST6	0.187859
SNRPF	0.187819
OLIG3	0.187763
SLITRK1	0.187708
FBXL20	0.1875
HAUS7	0.187484
ZNRF1	0.187369
CXorf67	0.187355
MGA	0.18728
KDM4A	0.187212
GRIA3	0.187172
SRSF7	0.187066
UBE2W	0.187046
ZNRF3	0.186996
PPP1R14B	0.186917
USP48	0.186864
PROX1	0.18684
TGIF2LX	0.186785
PCYT1B	0.186769
C12orf68	0.186715
HSPB7	0.186708
ZER1	0.186638
CXCL10	0.186586
FAM127A	0.186425
ANK3	0.186357
TANC2	0.186325
CXorf40A	0.186305
AFTPH	0.186298
SF3B5	0.186273
TRIO	0.186235
STXBP1	0.186154
ARL4C	0.185957
COX7B	0.185805
SUV39H1	0.185752
LAMP2	0.185625
DBF4	0.185456
CXorf40B	0.185357
RBM3	0.185278
CCL19	0.18507
FOXP3	0.184815
METTL16	0.184643
KCNQ2	0.184601
TAZ	0.184498
SENP3	0.184481
ZBED4	0.18437
MYCBP	0.184225
MSC	0.184217
SPINK4	0.184211
RPS15	0.184187
ARF6	0.184163
SNX12	0.184104
FOXO4	0.184057
CGB1	0.183908
H3F3A	0.183889
SPINK2	0.183884
LPHN3	0.183875
IDH3G	0.183645
ETV3	0.183622
ZBTB17	0.183615
DLL4	0.183449
ZBTB21	0.183374
SPRR4	0.183371
OR12D2	0.183353
SLC16A2	0.183302
HNRNPH3	0.183193
MAZ	0.183092
NR5A1	0.18272
PRPF38A	0.182636
C2CD2L	0.18256
TOMM70A	0.18255
BLID	0.182529
PSMD12	0.18246
RPL28	0.182422
EXOC8	0.18226
TEK	0.182019
MMP14	0.182012
PIGA	0.181966
BAI3	0.181933
BAZ2A	0.181854
SENP5	0.18185
KBTBD2	0.181574
TUSC2	0.181387
FADD	0.181285
HECTD1	0.18121
FBXO30	0.181185
BRINP1	0.181132
KRTAP5-7	0.18107
G3BP2	0.180948
SST	0.180768
MARCKSL1	0.180703
MTM1	0.180564
OR51A2	0.180451
WAPAL	0.180123
KLHL2	0.180045
FAM199X	0.179972
FAM155B	0.179887
RPGR	0.17977
EIF4ENIF1	0.179661
S100A9	0.179626
BEX1	0.179568
NRG2	0.179488
EPHA4	0.179483
SOCS3	0.179466
RICTOR	0.17945
KIF1B	0.179357
TRIM71	0.179207
ZNF687	0.179124
FAF2	0.179055
PEA15	0.179019
PHACTR1	0.178997
MED19	0.178978
CDH8	0.178828
TCEAL4	0.178766
HDAC1	0.178682
RPLP2	0.178665
EIF4EBP2	0.178636
DCAF12L2	0.178493
NXT1	0.178172
RAB11FIP3	0.178131
NUP98	0.178084
HIGD2A	0.178068
PCGF5	0.178053
PRPF39	0.177798
ANKRD11	0.177789
XRCC6	0.177648
FAM58A	0.177607
TMEM170B	0.177521
UBR4	0.17751
PIAS2	0.177297
FAM163A	0.177192
WNK3	0.177072
ACTR2	0.176758
DPF1	0.17651
NANOS2	0.176101
H2AFX	0.17561
LHX5	0.175335
CDC26	0.175106
ARHGAP31	0.175066
KDM6A	0.175065
VAV1	0.174747
GPR89A	0.174639
ARGLU1	0.174545
EVA1B	0.174444
DEF6	0.174417
SPTBN1	0.174389
FGD1	0.174273
SRSF6	0.174107
PPP2R5E	0.174105
PAIP1	0.17395
XK	0.173924
RPLP1	0.173694
PBRM1	0.173656
AL441883.1	0.17355
SIPA1L1	0.17355
HNRNPUL1	0.173526
NFIB	0.173463
HIST1H2AI	0.173443
CCL2	0.173435
TRPC5	0.173345
EBF3	0.173149
RPS27	0.173146
HSD17B10	0.173118
DCAF15	0.17304
ZMYM4	0.17301
NCOA4	0.173005
PIM2	0.172942
ZC3H7A	0.172808
C14orf2	0.17279
FKBP1C	0.172704
CACNA1A	0.172655
SCUBE3	0.172455
TEX13A	0.172439
ETV6	0.172352
SNX2	0.172212
DUSP28	0.172175
CHD2	0.172054
RPL36	0.171898
CDK19	0.171858
PFN1	0.171685
ARID1B	0.171574
CDH11	0.171458
DDB1	0.171375
SP3	0.171149
FBLN5	0.171131
OSGIN2	0.170919
DYNLT3	0.17088
CEND1	0.170799
CNNM2	0.170757
EDA	0.170654
LMNB2	0.170631
REV3L	0.170539
APEX2	0.170369
ST5	0.170355
KRTAP17-1	0.170331
PAGE4	0.170323
TFDP2	0.170273
SLC12A5	0.170147
WFDC2	0.16998
SPANXN3	0.169924
UBQLN2	0.169592
RPS4Y1	0.169478
SMARCA1	0.16946
HMGN4	0.169455
BPTF	0.169186
TMEM47	0.169155
ARHGAP4	0.168869
TEX10	0.168846
TPR	0.168838
AMMECR1	0.168828
CLCN5	0.168825
AC103809.2	0.168693
BCAR1	0.168512
KCNE4	0.168487
KIF11	0.168442
TBCA	0.168358
FBXO33	0.168211
CTXN3	0.168108
SYP	0.167735
PIAS1	0.167702
BAG6	0.167697
ACTN1	0.167686
UBALD1	0.167664
SPACA4	0.167423
BAI1	0.167396
OXT	0.167381
SBNO1	0.167312
ATP6V1F	0.167298
PRR13	0.167263
PLEKHA5	0.16704
SS18	0.166686
CUL5	0.166603
BRAF	0.166392
EXOC5	0.165988
MT1E	0.165987
CSE1L	0.165654
TULP4	0.165649
SS18L1	0.165512
SNRNP70	0.165405
KANSL2	0.165151
TIMM8A	0.16483
ZMYND8	0.164788
KRTAP6-3	0.164474
VMA21	0.164336
ZNF644	0.164004
TMEM167B	0.163463
HMGA1	0.163214
PQBP1	0.163055
DCAF10	0.162819
SPIN2B	0.162267
SLC4A2	0.162249
KRTAP4-1	0.162038
USP32	0.161952
LDOC1	0.161771
CHRAC1	0.161644
LAMC1	0.161392
STAG1	0.161333
PGRMC1	0.161196
PCDH19	0.161153
TCEB1	0.161148
ARHGAP5	0.161021
ZXDB	0.160817
ZNF706	0.160767
TRAPPC8	0.160767
ZFHX4	0.160719
SEMA6D	0.160612
SIK1	0.1606
TRIAP1	0.160178
ARHGAP6	0.160172
DENND5B	0.160143
DYNC1LI1	0.160133
PTGES	0.159886
CASZ1	0.159561
SYNPO	0.159399
AC110615.1	0.158821
SCAI	0.158614
SEMA3F	0.15858
ANKRD13D	0.158523
MID1IP1	0.158242
ACVR2B	0.157863
RPL39	0.157859
RAB11FIP4	0.157835
KRTAP12-3	0.157753
UCN3	0.15764
SIK2	0.157302
SAFB	0.157297
HIST2H3D	0.157151
GRIK3	0.157132
HSP90AB1	0.156705
NFATC3	0.156586
CYCS	0.156442
PHLDA3	0.156441
CALML5	0.156407
ZC3H12B	0.15619
ERAS	0.156176
HDAC5	0.156165
ID2	0.155811
ZZZ3	0.15559
GABBR1	0.155538
ZNF574	0.155524
CACNA1D	0.155473
S100A7L2	0.155469
CISD2	0.155457
CHD8	0.155416
HIST1H1B	0.155275
ADCY1	0.155093
ELMSAN1	0.154966
WDR37	0.154948
SMG7	0.154779
C19orf12	0.15471
USP1	0.154636
PIN4	0.154497
CIC	0.154428
SOX13	0.154088
RAPGEF2	0.153915
BRK1	0.153325
ILF2	0.153148
CETN1	0.153126
S100A8	0.152952
ANGPT1	0.15256
JMY	0.152558
NPAS2	0.152482
SPTSSA	0.152015
CTDSPL2	0.151789
COL3A1	0.151663
HIPK2	0.151562
UPF1	0.151538
LYN	0.151507
ASXL3	0.1514
SMARCAD1	0.151354
MAGED1	0.151309
TNFAIP8L2	0.151271
C18orf8	0.150849
SEC61G	0.15078
SKP2	0.150569
LRRC7	0.15016
ANKIB1	0.150004
NDUFC2	0.149908
PPY	0.149861
LCE3A	0.149802
CAPN6	0.149667
HIST2H2BE	0.149657
LRRC8D	0.14953
PSMD13	0.149446
ZNF280C	0.149417
HIST1H2BK	0.1494
SRP54	0.149373
CCT8	0.149313
WDFY3	0.149233
NDUFC2-KCTD14	0.149115
PATL1	0.149071
SEC61A1	0.149004
HMGCR	0.148967
MZT1	0.148945
TBC1D10B	0.148735
KIAA2018	0.1487
TSHZ1	0.148665
MAK16	0.148595
G6PD	0.148595
FLYWCH2	0.148468
SPANXC	0.148337
COL2A1	0.148332
DEFB128	0.148112
KRTAP21-1	0.147945
ZC3H14	0.147911
CTR9	0.147777
EBF1	0.147731
SLC6A14	0.147702
SFTA2	0.147675
ARMC8	0.147648
TNRC6A	0.147502
CPSF7	0.147491
ASUN	0.147439
PKIG	0.147405
COLEC12	0.147338
TAL2	0.147043
TCEAL8	0.146959
PPAT	0.146901
KDM6B	0.146792
C19orf73	0.146607
NDUFA1	0.146459
SYVN1	0.146257
HTATSF1	0.146227
C6orf226	0.146143
SAFB2	0.146136
USP3	0.145956
GABBR2	0.145735
AP2M1	0.145629
MORC3	0.145603
ANKRD28	0.145289
SNIP1	0.145281
WDR48	0.145272
CNKSR2	0.145077
SPAG9	0.145056
GNG12	0.144994
DHX40	0.144985
PAK3	0.144835
MEIS2	0.14468
BNC1	0.14466
MINK1	0.144606
C19orf48	0.144597
PSPC1	0.144524
NUP85	0.144493
SNX13	0.144487
RTF1	0.14447
ATP9A	0.144423
REPIN1	0.144225
MED13L	0.144171
FBL	0.144093
PLS3	0.144002
HIST1H2BJ	0.143959
GRM2	0.143945
ANK2	0.143878
ZNF770	0.143837
MLLT11	0.143697
ATG16L1	0.143677
LEPR	0.143536
SMAD4	0.143514
KRTAP19-2	0.143458
TFG	0.143398
NR2C2	0.143277
FAM229B	0.143239
KRTAP3-2	0.143109
DPYSL2	0.143003
SPRTN	0.143
CYTH1	0.142788
DEFB131	0.142737
RFX3	0.14262
ABL1	0.142453
PRR15L	0.142403
LONP1	0.1424
RGAG1	0.142335
FRS2	0.14231
MOBP	0.142309
SPTY2D1	0.142225
ATP7A	0.142161
ELF3	0.142112
S100A7	0.142106
ALDH1A1	0.141977
NFATC2	0.141785
RBFOX2	0.141466
PKM	0.14146
PCLO	0.141447
IL1RAPL2	0.141263
MTMR12	0.140974
ASIC2	0.140814
HIVEP1	0.140793
SMR3B	0.140773
TMEM100	0.140752
BACH2	0.140685
EMC6	0.140637
PACS2	0.140633
HMG20A	0.140542
SERTM1	0.140329
RAE1	0.140009
WWC3	0.139994
ZBTB16	0.139974
E2F8	0.139854
COX7B2	0.139766
ATN1	0.139749
KRTAP3-1	0.139748
XKR4	0.139559
SOCS5	0.139423
CHD5	0.139404
ADRBK1	0.138846
HECW1	0.138834
ZNF292	0.138706
ARHGEF2	0.13869
EHF	0.138644
HIST3H2A	0.138524
ZMIZ2	0.138512
USP34	0.138453
DICER1	0.13842
NAA25	0.138313
C9orf69	0.137875
ELF2	0.137869
INO80D	0.137846
CCT7	0.137748
PI4K2A	0.1377
GIT1	0.13766
ADD2	0.13761
GLS	0.137573
HNRNPAB	0.137197
ABCF2	0.137188
BLCAP	0.136963
RFX4	0.136858
SRC	0.136803
CAMSAP2	0.136664
DEXI	0.136634
MKLN1	0.136571
ATXN3	0.136546
KRTAP23-1	0.136532
REPS1	0.136447
TRMT12	0.136442
POLR2L	0.136359
IVNS1ABP	0.136289
TCP1	0.136274
UBXN7	0.136265
CLASP1	0.136212
ADNP	0.135997
PTH2	0.135921
YTHDC2	0.135908
SRPR	0.135686
SFSWAP	0.135682
SLC2A13	0.135661
STXBP5	0.135518
CNTN1	0.135495
EVL	0.135451
DENND4B	0.135346
ACAN	0.13496
KBTBD6	0.134953
FADS2	0.134952
TENM4	0.134945
KIF5C	0.134879
TBX21	0.134621
RDX	0.134528
CTNNB1	0.134469
CALD1	0.134423
RSBN1	0.134399
DNAJA2	0.134365
PPM1E	0.134321
GNG5	0.134185
PLXNA4	0.134161
NOL4	0.133979
COX7C	0.133808
TRIM9	0.133574
SPANXN1	0.133481
PABPC1L	0.13346
ACTL6A	0.133438
TTC17	0.133289
PTPN12	0.133259
BCL9L	0.133212
GXYLT1	0.133183
FASN	0.133059
UGCG	0.13304
NIPSNAP1	0.132969
MAST1	0.132927
SLAIN1	0.132788
SSH2	0.132784
RBBP4	0.132779
GNAQ	0.132667
HIST1H4I	0.132457
SMIM11	0.132379
PDS5B	0.132225
ESRP1	0.132034
CD52	0.131903
DEFB4A	0.131821
GNG3	0.13181
GABRA4	0.131733
NLGN3	0.13172
DSCAML1	0.131593
SRCIN1	0.131528
TTYH3	0.131473
TCEAL1	0.131468
HNRNPL	0.131445
RBM12B	0.131413
CNOT10	0.131277
AC026703.1	0.131184
TSG101	0.131177
GNAL	0.130956
ESR1	0.130523
GDI2	0.130514
PRKAR2A	0.130463
DDX1	0.130324
L3MBTL3	0.129923
WASF2	0.129839
MAFK	0.129717
C17orf75	0.129621
USP11	0.129505
COL6A1	0.129496
DYRK1A	0.129493
ITPR1	0.129427
SLC16A1	0.129412
MAP1B	0.129136
HECTD4	0.129086
AAK1	0.129038
DAG1	0.129009
TMEM201	0.128996
ACIN1	0.128919
NDEL1	0.128872
MECOM	0.128736
CPEB4	0.128733
MAPK8	0.128462
FAR2	0.128461
SIM1	0.128413
DCLK3	0.128341
SPANXN5	0.128274
MORC2	0.128257
MEMO1	0.128091
MAOB	0.128049
SLIT2	0.127934
ZNF281	0.127835
TOX	0.127743
ZNF398	0.127376
CREB5	0.1273
PARP6	0.127259
PSMC3	0.127155
AFF2	0.12714
PHF3	0.127063
MAGEL2	0.127056
KCNE3	0.127013
PAX8	0.126914
BSN	0.126883
CLCN3	0.126872
LPGAT1	0.126836
HSPD1	0.126796
IGSF9B	0.126759
CALCRL	0.126391
FOXN1	0.126372
PTEN	0.12616
PHC1	0.125872
NOL6	0.125691
CUL1	0.125682
LOX	0.125656
CSRNP2	0.125455
RBM47	0.125407
UNC79	0.125406
LCE3C	0.125399
ZNF513	0.125292
ZNF704	0.125281
FBXO32	0.125275
KPNA6	0.125252
NAB1	0.125203
KIRREL	0.125178
LARP1	0.125049
UBE3A	0.125019
QRICH1	0.124956
TFAM	0.124902
MKRN1	0.124858
FRMPD4	0.124853
IQSEC1	0.124702
ARRB1	0.124679
TUBG1	0.124677
ZDHHC14	0.124666
TAF3	0.124619
SON	0.12451
UNK	0.124456
SCG2	0.124272
MARCH7	0.124249
HMGCS1	0.124232
FAM155A	0.124227
LRRTM2	0.124127
TNPO2	0.124107
DOT1L	0.124098
C10orf12	0.124064
RNF121	0.123827
GAR1	0.123719
MTOR	0.123711
CXXC1	0.123696
ATF7	0.123693
CHMP7	0.123639
MCU	0.123461
CA10	0.123293
PITPNC1	0.12326
PJA1	0.123257
GPS1	0.123252
VEZF1	0.123098
MICAL3	0.12294
EIF3M	0.122896
SLC41A2	0.122862
NOTCH2	0.122703
TP53	0.122625
SNW1	0.122611
TAOK3	0.122555
ERF	0.122474
ZBTB38	0.122429
CA11	0.122286
RFX1	0.122281
CSNK1E	0.122251
ARID3B	0.12224
CPEB2	0.122219
SLC1A2	0.122196
COX17	0.122157
PREX1	0.122061
GDF5	0.122026
NAMPT	0.12202
LPPR5	0.121972
RELB	0.121969
IL21R	0.121834
LSM14B	0.121763
HCRT	0.121759
LDB2	0.121582
PUM2	0.121554
NTN4	0.121477
ARHGEF6	0.121411
EPHB1	0.121256
CDK17	0.121242
TSC22D2	0.121239
PRDM14	0.121147
BMI1	0.121116
NFKB2	0.120895
NLGN4X	0.120835
LRRTM4	0.120789
DLG5	0.120715
MLLT6	0.120695
FOXK1	0.120642
RAD23B	0.120641
DNAJB6	0.120615
MAPRE2	0.120485
KANSL1	0.120411
TJP1	0.120393
CDYL	0.120245
CRTC3	0.120141
MYCBP2	0.120082
PHF8	0.119997
USP37	0.11997
SLC25A25	0.119933
MAP7D1	0.119888
NR1H3	0.119864
TMEM63C	0.119835
KLHL36	0.119699
PSMC5	0.11969
KIF3A	0.119687
CSTF1	0.119619
NEGR1	0.119592
TMSB15A	0.119528
PRPF8	0.119451
RTN1	0.119312
MTCH1	0.119301
ZNF330	0.119136
NAPA	0.119128
BRWD1	0.119067
FAM134A	0.119002
PLEKHO1	0.118965
SEC62	0.118884
LRRC4	0.118851
TLR7	0.118834
PPP2R5D	0.118816
HNRNPA2B1	0.118783
TCEAL7	0.118768
GRM4	0.118701
GNG7	0.118674
OSBP	0.118643
