gene	pDN	DN_pctl	pGOF	GOF_pctl	pLOF	LOF_pctl
ADPRHL1	0.562084	0.72875	0.599005	0.524626	0.346438	0.514363
ADPRM	0.630014	0.566315	0.530871	0.663197	0.289216	0.69698
ADPRS	0.585297	0.680579	0.633492	0.444881	0.281839	0.718537
ADRA1A	0.757001	0.182421	0.79568	0.0959	0.310616	0.627842
ADRA1B	0.742545	0.220231	0.791797	0.101498	0.346142	0.515394
ADRA1D	0.715168	0.301301	0.8181	0.067223	0.400251	0.375595
ADRA2A	0.728565	0.262657	0.800831	0.089516	0.343935	0.521385
ADRA2B	0.754835	0.188215	0.821497	0.063	0.277981	0.72929
ADRA2C	0.65118	0.501498	0.772187	0.131205	0.454484	0.27837
ADRB1	0.678072	0.415419	0.814939	0.071544	0.404226	0.3671
ADRB2	0.697858	0.351142	0.80003	0.090253	0.32682	0.575153
ADRB3	0.720222	0.287208	0.835409	0.048073	0.324922	0.580997
ADRM1	0.396459	0.907488	0.209898	0.982814	0.697017	0.088485
ADSL	0.693302	0.366069	0.55016	0.624797	0.397833	0.380899
ADSS1	0.740231	0.228382	0.535536	0.65372	0.337296	0.541223
ADSS2	0.635045	0.550896	0.603066	0.516573	0.416851	0.339357
ADTRP	0.794843	0.10847	0.740768	0.190376	0.169952	0.960864
AEBP1	0.642281	0.529978	0.57856	0.568623	0.329919	0.565136
AEBP2	0.229001	0.989934	0.194024	0.987528	0.880258	0.003585
AEN	0.597067	0.654456	0.516256	0.688289	0.424409	0.325657
AFAP1	0.691649	0.370832	0.621898	0.472281	0.454151	0.278959
AFAP1L1	0.715213	0.300958	0.674966	0.345347	0.376454	0.432654
AFAP1L2	0.622496	0.587429	0.639968	0.429462	0.430011	0.314265
AFDN	0.343714	0.944022	0.436706	0.806384	0.746821	0.060201
AFDN-DT	0.590624	0.668795	0.676864	0.341026	0.628782	0.134643
AFF1	0.330025	0.952271	0.222682	0.978443	0.786538	0.038939
AFF2	0.29035	0.971225	0.267388	0.958213	0.83369	0.017432
AFF3	0.261088	0.981537	0.246832	0.969015	0.849322	0.01203
AFF4	0.159809	0.998429	0.14088	0.997054	0.909921	8.35E-04
AFG1L	0.695802	0.357672	0.484214	0.740781	0.321804	0.591652
AFG3L2	0.814857	0.081611	0.609038	0.50302	0.281098	0.720648
AFM	0.580146	0.691922	0.587249	0.550896	0.258222	0.791014
AFMID	0.700253	0.343923	0.573706	0.579229	0.22377	0.872723
AFP	0.686927	0.385809	0.677667	0.338915	0.183386	0.944562
AFTPH	0.273367	0.97756	0.404074	0.846698	0.651412	0.118537
AGA	0.691487	0.371127	0.639166	0.431574	0.319451	0.599607
AGAP1	0.56724	0.718095	0.570691	0.585367	0.649581	0.119666
AGAP11	0.566065	0.72109	0.398361	0.852738	0.562966	0.178738
AGAP2	0.375077	0.924135	0.570384	0.5863	0.77809	0.04331
AGAP3	0.469626	0.847827	0.55859	0.608397	0.709659	0.080825
AGAP4	0.776224	0.140977	0.687339	0.314903	0.32366	0.585711
AGAP5	0.766569	0.160619	0.698819	0.287159	0.294914	0.679646
AGAP6	0.707559	0.322907	0.606205	0.509109	0.391609	0.395482
AGAP7P	0.499671	0.818758	0.544552	0.635797	0.568015	0.174859
AGAP9	0.778827	0.136263	0.604666	0.512546	0.366388	0.46084
AGBL1	0.526588	0.786202	0.426401	0.819592	0.421719	0.329683
AGBL2	0.688821	0.380309	0.498754	0.717211	0.3269	0.574761
AGBL3	0.5882	0.673852	0.570852	0.585072	0.406622	0.361748
AGBL4	0.66712	0.451706	0.504288	0.707979	0.292737	0.685834
AGBL5	0.60849	0.626467	0.459525	0.776381	0.41681	0.339406
AGER	0.630537	0.564842	0.694585	0.297717	0.33525	0.547459
AGFG1	0.518204	0.797348	0.408499	0.841149	0.683255	0.09698
AGFG2	0.676809	0.419691	0.537981	0.649104	0.335535	0.546722
AGGF1	0.599624	0.648613	0.435483	0.808004	0.407153	0.360128
AGK	0.715111	0.301498	0.589129	0.547262	0.256953	0.793518
AGL	0.516965	0.799116	0.348489	0.902087	0.402767	0.370341
AGMAT	0.67226	0.435109	0.458484	0.777658	0.454718	0.278026
AGMO	0.648234	0.511122	0.578273	0.569114	0.412985	0.346771
AGO1	0.238314	0.988166	0.269727	0.956641	0.762528	0.051461
AGO2	0.291496	0.970685	0.262026	0.960913	0.763347	0.051117
AGO3	0.391391	0.911269	0.372762	0.879548	0.632022	0.13258
AGO4	0.410198	0.897668	0.36064	0.890253	0.613947	0.144022
AGPAT1	0.366376	0.930223	0.502333	0.711368	0.631197	0.13317
AGPAT2	0.587941	0.674687	0.586658	0.551731	0.368557	0.454898
AGPAT3	0.36379	0.931451	0.442426	0.799116	0.57955	0.167248
AGPAT4	0.73043	0.25755	0.658412	0.388019	0.209386	0.900319
AGPAT4-IT1	0.592276	0.664522	0.561912	0.602357	0.555564	0.183796
AGPAT5	0.638323	0.541861	0.580574	0.564007	0.283276	0.714854
AGPS	0.31769	0.9589	0.365365	0.886177	0.722656	0.073067
AGR2	0.65835	0.480039	0.517387	0.686767	0.312746	0.62082
AGR3	0.629933	0.566511	0.522605	0.678026	0.334295	0.55016
AGRN	0.645057	0.520992	0.678687	0.33646	0.285845	0.707046
AGRP	0.684107	0.39509	0.511456	0.69536	0.353288	0.494918
AGT	0.54639	0.756789	0.64447	0.419494	0.268766	0.75998
AGTPBP1	0.422026	0.889025	0.438935	0.803339	0.485129	0.24326
AGTR1	0.807975	0.090548	0.794668	0.097226	0.178146	0.950994
AGTR2	0.775792	0.141812	0.774769	0.126933	0.219853	0.880039
AGTRAP	0.717737	0.294083	0.776949	0.122563	0.269746	0.757034
AGXT	0.739168	0.232507	0.5687	0.589885	0.307583	0.637859
AGXT2	0.690842	0.373435	0.579152	0.567002	0.399349	0.377363
AHCTF1	0.250031	0.984974	0.144236	0.996612	0.82518	0.021066
AHCY	0.679975	0.409575	0.563701	0.599607	0.353092	0.495311
AHCYL1	0.47029	0.847287	0.427757	0.817874	0.663226	0.11122
AHCYL2	0.530967	0.780064	0.565769	0.595581	0.62192	0.138473
AHDC1	0.15102	0.999018	0.204983	0.984287	0.913639	4.91E-04
AHI1	0.600746	0.646059	0.690074	0.30793	0.451359	0.282691
AHI1-DT	0.570846	0.71068	0.62238	0.471151	0.393743	0.390474
AHNAK	0.503271	0.814682	0.205257	0.984189	0.580597	0.16656
AHNAK2	0.665396	0.45809	0.323061	0.922612	0.382635	0.416155
AHR	0.344661	0.943531	0.320993	0.924036	0.793509	0.035158
AHRR	0.624675	0.581782	0.473403	0.758016	0.548625	0.188657
AHSA1	0.265527	0.979966	0.351466	0.898993	0.655918	0.116082
AHSA2P	0.520657	0.794009	0.52415	0.67508	0.308342	0.635355
AHSG	0.537689	0.77039	0.463414	0.771029	0.327399	0.573189
AHSP	0.741152	0.224699	0.807353	0.080678	0.197908	0.921434
AICDA	0.718001	0.293346	0.731308	0.209968	0.23672	0.845961
AIDA	0.553629	0.743678	0.608985	0.503167	0.403245	0.369654
AIF1	0.676423	0.420918	0.802715	0.087159	0.336583	0.543432
AIF1L	0.797375	0.104542	0.868071	0.020133	0.207903	0.903069
AIFM1	0.386103	0.91505	0.452165	0.785662	0.674856	0.103265
AIFM2	0.727198	0.266781	0.689954	0.308225	0.280253	0.723791
AIFM3	0.681857	0.402848	0.612137	0.496244	0.342713	0.524626
AIG1	0.667972	0.448662	0.753708	0.164351	0.21777	0.884655
AIM2	0.702702	0.336214	0.574396	0.577216	0.271711	0.750307
AIMP1	0.586192	0.678517	0.410101	0.839578	0.457679	0.274098
AIMP2	0.623196	0.585563	0.463357	0.771225	0.315007	0.613209
AIP	0.63376	0.55507	0.701506	0.28053	0.275078	0.739602
AIPL1	0.670979	0.439038	0.751511	0.168721	0.261615	0.781733
AIRE	0.456676	0.85863	0.57117	0.584581	0.428207	0.317898
AJAP1	0.389245	0.912792	0.48146	0.745249	0.770016	0.047287
AJM1	0.454911	0.860398	0.405935	0.844635	0.579833	0.166953
AJUBA	0.456421	0.858876	0.645842	0.416548	0.682678	0.097569
AK1	0.812998	0.084262	0.589694	0.546084	0.214571	0.891382
AK2	0.762279	0.169998	0.546052	0.632801	0.273407	0.744955
AK3	0.779682	0.134545	0.630417	0.451952	0.267652	0.764203
AK4	0.770332	0.152713	0.609305	0.502382	0.272806	0.747361
AK4P3	0.77501	0.143531	0.672241	0.352615	0.349722	0.504591
AK5	0.769394	0.154726	0.705213	0.271299	0.204729	0.908618
AK6	0.747551	0.206629	0.510345	0.69698	0.274797	0.74029
AK7	0.683722	0.396317	0.46985	0.762877	0.224595	0.87066
AK8	0.637125	0.5452	0.618593	0.480432	0.314495	0.614682
AK9	0.613516	0.611883	0.624344	0.465701	0.190867	0.933022
AKAIN1	0.707741	0.322367	0.823105	0.061183	0.322908	0.588117
AKAP1	0.406455	0.900221	0.502811	0.710287	0.624938	0.137049
AKAP10	0.545028	0.759146	0.581807	0.562043	0.414774	0.343089
AKAP11	0.373867	0.924822	0.532786	0.659612	0.696491	0.088878
AKAP12	0.522909	0.791112	0.597729	0.527228	0.379064	0.424994
AKAP13	0.402303	0.903315	0.317634	0.92659	0.698812	0.087012
AKAP14	0.50559	0.812571	0.505442	0.705917	0.469708	0.261282
AKAP17A	0.557746	0.736558	0.528079	0.668009	0.603344	0.151436
AKAP2	0.676975	0.4192	0.718736	0.240511	0.405694	0.363909
AKAP3	0.682064	0.401817	0.778035	0.12055	0.334712	0.549079
AKAP4	0.470868	0.84655	0.623414	0.468107	0.631952	0.132679
AKAP5	0.504143	0.813749	0.564042	0.599018	0.558024	0.182421
AKAP6	0.439171	0.874589	0.604397	0.513381	0.680006	0.099337
AKAP7	0.659361	0.476062	0.494054	0.724331	0.350335	0.502922
AKAP8	0.336441	0.948736	0.246791	0.969065	0.682226	0.097815
AKAP8L	0.502006	0.815959	0.308346	0.933219	0.546732	0.190621
AKAP9	0.743408	0.217874	0.54903	0.626909	0.296171	0.675227
AKIP1	0.736043	0.241591	0.680785	0.331746	0.280619	0.722563
AKIRIN1	0.52107	0.793371	0.370579	0.881463	0.688636	0.094034
AKIRIN2	0.527074	0.785514	0.298107	0.940241	0.693462	0.090695
AKNA	0.643052	0.526983	0.625887	0.462902	0.379195	0.424601
AKNAD1	0.638791	0.54029	0.572789	0.581095	0.472328	0.257844
AKR1A1	0.686086	0.388411	0.656256	0.393027	0.245381	0.825436
AKR1B1	0.778281	0.137343	0.639692	0.430248	0.210717	0.89806
AKR1B10	0.795474	0.107488	0.620174	0.476798	0.235272	0.848809
AKR1B15	0.725659	0.271544	0.588862	0.547655	0.280966	0.721188
AKR1C1	0.758935	0.177314	0.616301	0.48603	0.265493	0.769801
AKR1C2	0.761054	0.172796	0.63787	0.434716	0.250119	0.812227
AKR1C3	0.748536	0.203928	0.621096	0.474638	0.2768	0.73317
AKR1C4	0.715196	0.301056	0.553908	0.617285	0.285407	0.70847
AKR1C8	0.716115	0.298011	0.659696	0.385122	0.284558	0.710926
AKR1D1	0.75624	0.184434	0.679453	0.334888	0.242106	0.83285
AKR1E2	0.760568	0.173779	0.651406	0.403732	0.249868	0.812865
AKR7A2	0.692878	0.366953	0.642084	0.42465	0.311872	0.623717
AKR7A3	0.740247	0.228333	0.654499	0.396808	0.259488	0.787135
AKR7L	0.76022	0.17481	0.591436	0.541272	0.245901	0.823914
AKT1	0.66425	0.461674	0.830988	0.053425	0.660736	0.113037
AKT1S1	0.460979	0.855733	0.600333	0.521974	0.452106	0.281758
AKT2	0.584579	0.6822	0.531385	0.662215	0.476485	0.252934
AKT3	0.301997	0.966217	0.449832	0.789099	0.722185	0.073312
AKTIP	0.580816	0.690498	0.596257	0.530371	0.450323	0.284213
ALAD	0.757951	0.179278	0.461202	0.774024	0.246394	0.82249
ALAS1	0.627905	0.573091	0.513076	0.692904	0.414962	0.342794
ALAS2	0.409786	0.897864	0.403372	0.847729	0.673038	0.104493
ALB	0.112761	0.999804	0.727878	0.217088	0.193456	0.928996
ALCAM	0.466836	0.851019	0.586827	0.551485	0.476742	0.252394
ALDH16A1	0.517353	0.798576	0.462257	0.772649	0.424542	0.325215
ALDH18A1	0.729796	0.259416	0.568667	0.589934	0.37815	0.428284
ALDH1A1	0.60576	0.634127	0.551845	0.621557	0.467247	0.263295
ALDH1A2	0.668213	0.447483	0.618282	0.481562	0.346113	0.51559
ALDH1A3	0.76253	0.169261	0.673824	0.348539	0.261487	0.782077
ALDH1B1	0.719657	0.288436	0.589886	0.545593	0.294535	0.680579
ALDH1L1	0.758522	0.178394	0.774955	0.126688	0.211282	0.897127
ALDH1L2	0.719461	0.289369	0.700987	0.281758	0.272069	0.74957
ALDH2	0.724277	0.27508	0.593552	0.536902	0.313175	0.619445
ALDH3A1	0.726805	0.26796	0.659096	0.386496	0.275897	0.736803
ALDH3A2	0.792605	0.111809	0.748083	0.17589	0.196192	0.924527
ALDH3B1	0.821424	0.073803	0.712372	0.255045	0.189584	0.935036
ALDH3B2	0.746625	0.209723	0.685218	0.31947	0.242791	0.831328
ALDH4A1	0.725114	0.273017	0.652545	0.401719	0.308402	0.63506
ALDH5A1	0.751819	0.194697	0.6367	0.437515	0.299206	0.664522
ALDH6A1	0.775184	0.143285	0.586361	0.552369	0.325749	0.578345
ALDH7A1	0.660922	0.471839	0.62933	0.454947	0.435173	0.306997
ALDH8A1	0.713049	0.306457	0.61415	0.49094	0.339484	0.534741
ALDH9A1	0.698453	0.349521	0.629439	0.454554	0.330098	0.564154
ALDOA	0.718465	0.291726	0.570426	0.586055	0.253867	0.802603
ALDOB	0.755907	0.185465	0.449539	0.789492	0.288307	0.69973
ALDOC	0.74039	0.227891	0.604103	0.513921	0.253174	0.804419
ALG1	0.58092	0.690106	0.51562	0.689418	0.372229	0.444243
ALG10	0.729912	0.259023	0.516823	0.687601	0.256173	0.796514
ALG10B	0.688103	0.382519	0.557617	0.610508	0.281288	0.720157
ALG11	0.606793	0.631034	0.500514	0.714412	0.398774	0.378934
ALG12	0.668786	0.446207	0.601916	0.518733	0.292875	0.685441
ALG13	0.278551	0.976185	0.338073	0.91068	0.777104	0.043702
ALG14	0.69713	0.353351	0.63274	0.446796	0.288525	0.699092
ALG1L2	0.497976	0.820771	0.463184	0.771471	0.341156	0.529192
ALG2	0.678074	0.41537	0.593959	0.535527	0.274503	0.741075
ALG3	0.631569	0.561748	0.576667	0.572305	0.352268	0.497569
ALG5	0.588927	0.672232	0.48124	0.745642	0.387272	0.404616
ALG6	0.686434	0.387479	0.559585	0.606531	0.272422	0.748686
ALG8	0.747262	0.207415	0.571032	0.584827	0.2346	0.850037
ALG9	0.618318	0.598871	0.517456	0.686717	0.334039	0.550945
ALK	0.694179	0.362779	0.72225	0.231426	0.304341	0.648466
ALKAL1	0.655185	0.490989	0.482378	0.743825	0.354766	0.491333
ALKAL2	0.59008	0.670268	0.630211	0.452443	0.319082	0.600638
ALKBH1	0.536395	0.772649	0.322584	0.922809	0.341537	0.527817
ALKBH2	0.571467	0.709305	0.369412	0.88274	0.407517	0.359047
ALKBH3	0.520862	0.793616	0.401534	0.84984	0.440683	0.298699
ALKBH4	0.406945	0.899975	0.457133	0.779278	0.390571	0.397594
ALKBH5	0.21141	0.993518	0.267281	0.958262	0.800267	0.031819
ALKBH6	0.617208	0.602062	0.479518	0.748392	0.336566	0.543531
ALKBH7	0.577254	0.697766	0.537007	0.650724	0.35499	0.490597
ALKBH8	0.655065	0.491284	0.457803	0.778394	0.332535	0.555856
ALLC	0.456212	0.85917	0.263685	0.960177	0.481142	0.247287
ALMS1	0.555184	0.740879	0.443466	0.797545	0.520227	0.212276
ALOX12	0.552472	0.746329	0.686484	0.316965	0.296894	0.671888
ALOX12B	0.617345	0.601522	0.701643	0.280236	0.256905	0.793666
ALOX15	0.534272	0.776185	0.700346	0.283477	0.32086	0.595482
ALOX15B	0.553335	0.744513	0.690683	0.306703	0.316553	0.607955
ALOX5	0.633769	0.554972	0.724348	0.226172	0.238317	0.842328
ALOX5AP	0.798398	0.103216	0.68038	0.33263	0.165556	0.965529
ALOXE3	0.524696	0.78905	0.629472	0.454456	0.354693	0.491628
ALPG	0.70655	0.325951	0.666842	0.366658	0.244548	0.827253
ALPI	0.680447	0.407758	0.631316	0.449742	0.279555	0.725215
ALPK1	0.637586	0.543825	0.54907	0.626712	0.358518	0.481905
ALPK2	0.716161	0.297913	0.623786	0.46737	0.2898	0.695556
ALPK3	0.556668	0.738718	0.590555	0.543923	0.457724	0.274
ALPL	0.742372	0.220722	0.599129	0.524282	0.227024	0.865308
ALPP	0.635696	0.548932	0.555757	0.613209	0.328115	0.571029
ALS2	0.567866	0.716769	0.594673	0.533808	0.369495	0.452345
ALS2CL	0.474639	0.843359	0.660901	0.382126	0.3959	0.385023
ALX1	0.722722	0.27945	0.355069	0.896342	0.593461	0.157967
ALX3	0.729779	0.259563	0.485589	0.738669	0.535098	0.199705
ALX4	0.608519	0.626271	0.395968	0.854996	0.652553	0.117849
ALYREF	0.484148	0.834766	0.36081	0.890007	0.777863	0.043359
AMACR	0.69525	0.359244	0.59266	0.538915	0.255404	0.798085
AMBN	0.784682	0.12492	0.59152	0.541075	0.215513	0.889467
AMBP	0.552615	0.745937	0.679031	0.336116	0.284895	0.709845
AMBRA1	0.297108	0.968574	0.21089	0.982617	0.80819	0.028382
AMD1	0.249384	0.985269	0.12171	0.998478	0.611168	0.145789
AMDHD1	0.720838	0.285392	0.568716	0.589786	0.305892	0.643555
AMDHD2	0.72458	0.274196	0.645252	0.417776	0.276785	0.733317
AMELX	0.779521	0.134888	0.651243	0.404076	0.11158	0.996514
AMELY	0.827147	0.067518	0.766998	0.140633	0.101327	0.998036
AMER1	0.356698	0.935723	0.420208	0.827154	0.717641	0.07616
AMER2	0.495834	0.82303	0.590898	0.542794	0.585572	0.162386
AMER3	0.492963	0.826418	0.638713	0.432801	0.60508	0.150209
AMFR	0.699473	0.34628	0.675768	0.343923	0.314836	0.613651
AMH	0.448022	0.866781	0.520872	0.680874	0.486726	0.241738
AMHR2	0.643941	0.524184	0.765984	0.142745	0.314241	0.615664
AMIGO1	0.352012	0.938571	0.520415	0.681562	0.713673	0.078812
AMIGO2	0.5611	0.730665	0.621502	0.473508	0.504181	0.225141
AMIGO3	0.7215	0.283231	0.777613	0.121385	0.298219	0.667763
AMMECR1	0.261613	0.981242	0.36664	0.884753	0.840432	0.014878
AMMECR1L	0.289601	0.971765	0.346098	0.904247	0.748328	0.059121
AMN	0.658775	0.47783	0.669512	0.359931	0.219976	0.879745
AMN1	0.630761	0.564203	0.512427	0.693985	0.372034	0.444685
AMOT	0.367147	0.929634	0.448212	0.79121	0.766913	0.048907
AMOTL1	0.689928	0.376528	0.627072	0.46025	0.491573	0.236681
AMOTL2	0.599848	0.648171	0.626467	0.461282	0.480668	0.247778
AMPD1	0.61502	0.607955	0.499838	0.715394	0.42416	0.325804
AMPD2	0.62643	0.576725	0.604725	0.512202	0.378538	0.427204
AMPD3	0.680577	0.407316	0.624285	0.465996	0.304544	0.647778
AMPH	0.632879	0.557771	0.639256	0.431328	0.352941	0.495753
AMT	0.74464	0.214437	0.732149	0.208151	0.340365	0.531795
AMTN	0.690865	0.373337	0.586092	0.55286	0.242941	0.831034
AMY1A	0.663508	0.46413	0.530085	0.664621	0.254304	0.801228
AMY1B	0.618607	0.598134	0.423648	0.82357	0.311627	0.624405
AMY1C	0.690431	0.374564	0.546148	0.632654	0.230222	0.858777
AMY2A	0.663288	0.46467	0.531929	0.661331	0.231412	0.856911
AMY2B	0.634987	0.551142	0.498629	0.717604	0.287113	0.702971
AMZ1	0.549462	0.750945	0.584597	0.556101	0.375155	0.436386
AMZ2	0.530891	0.780113	0.419465	0.828038	0.340463	0.531647
ANAPC1	0.328036	0.953548	0.308296	0.933317	0.714248	0.07837
ANAPC10	0.584264	0.682838	0.378713	0.873901	0.39853	0.379376
ANAPC11	0.716532	0.296685	0.707056	0.267567	0.32553	0.579475
ANAPC13	0.580857	0.690253	0.865242	0.022391	0.301679	0.656617
ANAPC15	0.646115	0.517947	0.449909	0.788903	0.34892	0.507292
ANAPC16	0.664766	0.460103	0.783411	0.112595	0.311383	0.625288
ANAPC2	0.37958	0.920501	0.452775	0.784827	0.585049	0.162828
ANAPC4	0.553319	0.744562	0.458782	0.777118	0.392365	0.393518
ANAPC5	0.59208	0.665308	0.46728	0.766364	0.358245	0.482838
ANAPC7	0.431324	0.881365	0.45229	0.785367	0.541637	0.194795
ANG	0.77972	0.134446	0.402473	0.84876	0.188161	0.937098
ANGEL1	0.659117	0.476946	0.56119	0.603486	0.280244	0.72384
ANGEL2	0.596142	0.656273	0.298139	0.940192	0.398565	0.379229
ANGPT1	0.567332	0.717849	0.496754	0.720157	0.498865	0.229757
ANGPT2	0.622401	0.587871	0.575981	0.573729	0.405829	0.363565
ANGPT4	0.704791	0.330518	0.604894	0.512006	0.334091	0.5507
ANGPTL1	0.696757	0.354383	0.561552	0.60275	0.357449	0.484704
ANGPTL2	0.749126	0.202308	0.65671	0.391996	0.264307	0.774122
ANGPTL3	0.685713	0.389836	0.589686	0.546133	0.30186	0.656027
ANGPTL4	0.697019	0.353548	0.614814	0.489516	0.313227	0.6192
ANGPTL5	0.591995	0.665505	0.652627	0.401473	0.298512	0.666683
ANGPTL6	0.699064	0.347459	0.688112	0.313037	0.325813	0.578149
ANGPTL7	0.644579	0.522023	0.591176	0.541763	0.326278	0.576774
ANGPTL8	0.803291	0.096636	0.753618	0.164498	0.145943	0.982175
ANHX	0.5715	0.709158	0.53028	0.664375	0.356432	0.486767
ANK1	0.434724	0.878566	0.514264	0.691431	0.683106	0.097226
ANK2	0.432417	0.880432	0.492658	0.726933	0.731054	0.0685
ANK3	0.386671	0.914658	0.503367	0.709305	0.766609	0.049104
ANKAR	0.522172	0.792291	0.68197	0.328996	0.477478	0.251363
ANKDD1A	0.510489	0.806875	0.645702	0.416695	0.384976	0.409968
ANKDD1B	0.651544	0.500663	0.711041	0.258434	0.287396	0.702136
ANKEF1	0.642033	0.530714	0.731245	0.210164	0.31216	0.622195
ANKFN1	0.631242	0.562681	0.621646	0.472919	0.459013	0.272674
ANKFY1	0.340759	0.946379	0.519003	0.683477	0.644287	0.123644
ANKH	0.685025	0.391898	0.619685	0.477977	0.313189	0.619347
ANKHD1	0.298629	0.967542	0.348939	0.901694	0.800898	0.031328
ANKIB1	0.343381	0.944365	0.512554	0.693837	0.604411	0.150503
ANKK1	0.63967	0.538031	0.720538	0.236091	0.327048	0.57427
ANKLE1	0.51375	0.802995	0.547881	0.629413	0.380655	0.421016
ANKLE2	0.649801	0.505524	0.532103	0.660987	0.337439	0.540781
ANKMY1	0.470014	0.847631	0.598402	0.525706	0.446714	0.289565
ANKMY2	0.611624	0.617923	0.614319	0.490646	0.296032	0.675767
ANKRA2	0.596121	0.656322	0.611304	0.498011	0.389196	0.40054
ANKRD1	0.585654	0.679745	0.714794	0.249104	0.393131	0.391849
ANKRD10	0.643586	0.525018	0.611628	0.497226	0.471498	0.25863
ANKRD11	0.245825	0.986595	0.161574	0.994009	0.888804	0.002357
ANKRD12	0.29967	0.967051	0.192563	0.988166	0.864401	0.007366
ANKRD13A	0.588442	0.673017	0.572174	0.582912	0.355257	0.489565
ANKRD13B	0.493852	0.825387	0.542674	0.639479	0.504951	0.224405
ANKRD13C	0.309264	0.962632	0.384188	0.86796	0.742319	0.062804
ANKRD13D	0.590088	0.670219	0.631201	0.450233	0.394839	0.387233
ANKRD16	0.542766	0.762632	0.702307	0.278222	0.360058	0.477486
ANKRD17	0.166859	0.997889	0.249749	0.967346	0.891847	0.00221
ANKRD18A	0.75137	0.196465	0.738877	0.194697	0.236013	0.847336
ANKRD18B	0.808789	0.089664	0.802982	0.08657	0.182352	0.945986
ANKRD19P	0.69788	0.351043	0.749353	0.172895	0.267657	0.764154
ANKRD2	0.622813	0.586447	0.788317	0.105573	0.360387	0.476848
ANKRD20A1	0.779376	0.135183	0.723014	0.229757	0.236489	0.846256
ANKRD20A12P	0.828081	0.066536	0.657405	0.390327	0.189517	0.935232
ANKRD20A2P	0.785393	0.123791	0.673453	0.349325	0.25814	0.791161
ANKRD20A3P	0.784961	0.124576	0.675715	0.344071	0.259028	0.788608
ANKRD20A4P	0.769309	0.154874	0.679883	0.33371	0.269726	0.757132
ANKRD20A5P	0.719626	0.288682	0.770176	0.134397	0.276368	0.734986
ANKRD20A8P	0.78206	0.129929	0.667555	0.364694	0.265238	0.771029
ANKRD22	0.592083	0.665259	0.750969	0.170292	0.257367	0.792684
ANKRD23	0.628333	0.571569	0.715324	0.248122	0.414756	0.343138
ANKRD24	0.613425	0.612423	0.630139	0.45259	0.33391	0.551289
ANKRD26	0.820712	0.074834	0.661596	0.379867	0.212105	0.895949
ANKRD26P1	0.689722	0.377167	0.781254	0.115345	0.270178	0.755414
ANKRD27	0.433506	0.879548	0.495151	0.722367	0.516582	0.215026
ANKRD28	0.413629	0.895016	0.564376	0.598281	0.619051	0.140732
ANKRD29	0.625613	0.579229	0.638551	0.433096	0.37932	0.424306
ANKRD30A	0.747638	0.206384	0.779973	0.117211	0.296955	0.671643
ANKRD30B	0.788838	0.118635	0.767435	0.13975	0.219912	0.879892
ANKRD30BL	0.692505	0.368328	0.807456	0.08053	0.260384	0.785122
ANKRD31	0.626436	0.576676	0.516078	0.688682	0.398596	0.379131
ANKRD33	0.592988	0.662853	0.74558	0.181095	0.455159	0.277437
ANKRD33B	0.565408	0.722514	0.723397	0.228775	0.472449	0.257697
ANKRD34A	0.449926	0.864817	0.554083	0.61699	0.711129	0.080039
ANKRD34B	0.666452	0.45426	0.630415	0.452001	0.497148	0.231574
ANKRD34C	0.705736	0.328112	0.564781	0.597348	0.481423	0.246992
